Comune,Cratere Centro Italia 2016,Variaz,Variaz_init,Variaz_end
Fossato di Vico,0,4.84240933446461,3.555153267698331,5.246633703462979
Fossombrone,0,-9.153369226174709,-2.3996082286728466,-11.274186403163615
Francavilla al Mare,0,1.3206245291479588,0.4733181153163456,1.58669583331339
Francavilla d'Ete,0,2.989345855638449,4.895079888347954,2.39090693059541
Frasso Sabino,0,-28.546821630285606,-26.636292378091476,-29.14676635096666
Fratta Todina,0,-12.841146715002724,-7.997256310543137,-14.362226003569436
Fratte Rosa,0,-7.261394098339774,5.8917114130930965,-11.391734527874156
Frisa,0,-5.577594623682445,-6.41735195357976,-5.313893884137853
Frontino,0,124.60156538334952,10.64024151839826,160.3877196838325
Frontone,0,-3.015605562356528,3.0340877303819695,-4.915331278960979
Gagliole,1,7.808743454866943,7.994542032642926,7.750398953876565
Gallese,0,8.054448578173517,-3.273341554543458,11.611603162068034
Genga,0,-7.4160581790804825,-4.328987713283751,-8.385460571741199
Giano dell'Umbria,0,-6.979407234227028,-1.527908632812759,-8.691287752132098
Giove,0,-0.8634210511736122,0.42572549773252794,-1.2682390696950574
Giuliano Teatino,0,17.62080133451706,19.166733914231575,17.13534732293184
Giulianova,0,12.340975809792203,2.9301059669486382,15.296178758266707
Gradoli,0,8.350502783270933,11.215036066656243,7.450981554475991
Graffignano,0,-9.081467726864133,9.032767158181002,-14.769702845996383
Greccio,0,-6.079540896410488,10.34020103603567,-11.235671050399896
Grottammare,0,-4.019220050078576,-4.846726770471207,-3.759366249013999
Grottazzolina,0,2.13887658754575,5.1289874164313956,1.1999214765569313
Grotte di Castro,0,-4.883328290377274,3.087659819369671,-7.386379332156606
Gualdo,1,-12.433502607015175,3.651772970651147,-17.48460357939685
Gualdo Cattaneo,0,-7.244626613395963,-4.2733202865336475,-8.177676731461506
Gualdo Tadino,0,-3.4901698546916653,0.40072135018845884,-4.711988172538146
Guardea,0,33.24637015542491,14.0212268730808,39.28345291839939
Guardiagrele,0,-0.5353338948536157,2.2928823794840083,-1.4234508502912504
Gubbio,0,-5.304610770037484,0.915443117700882,-7.257833149655546
Isola del Gran Sasso d'Italia,0,-0.42476623744909636,13.685236122065092,-4.855591577949119
Isola del Piano,0,-10.72577613373272,0.10292657926500165,-14.126207201211544
Jesi,0,-6.006700832249394,2.834768579397854,-8.783100560486643
L'Aquila,0,-3.1225951035640533,2.6919867337745833,-4.94849108096048
Labro,0,122.9357789602061,105.61491519511233,128.37487954532992
Lanciano,0,-5.911830212622369,-3.748909339282138,-6.5910309930978075
Lapedona,0,-8.907207693345232,1.9213509113392757,-12.307593507907013
Latera,0,2.3644577949121532,5.016229222729395,1.5317480801852812
Leonessa,1,-12.982340729715977,-5.590051535900389,-15.303668639500264
Lettomanoppello,0,-2.2334254097544246,-3.2758579125104172,-1.9060805779615542
Lisciano Niccone,0,-8.61850619785811,-2.0725676840367293,-10.674062923179099
Longone Sabino,0,-22.149743983067633,-6.394331794734796,-27.097261197833795
Loreto,0,0.49893984969880567,3.0867586467155372,-0.31368744902822326
Loreto Aprutino,0,0.5428610216722439,8.40234318961104,-1.9251749052976723
Loro Piceno,1,3.1496580279964603,9.263830081910305,1.2296846798423975
Lubriano,0,-4.509645172375141,4.255270196916854,-7.26200538721316
Lucoli,0,-19.786473192555796,-0.8604094028159546,-25.72963896240095
Lugnano in Teverina,0,29.672126334724496,9.391248429746941,36.040731063438045
Lunano,0,-2.6267883000405448,7.789752396755762,-5.89779218109898
Macerata,1,5.760556184771945,7.736911747324254,5.13994067491769
Magione,0,-1.2421022702292386,0.9212582250401866,-1.9214411008576433
Magliano Romano,0,8.549111652861782,14.425110711174217,6.703929429290454
Magliano Sabina,0,3.522326103264496,6.986769479860549,2.4344210049780575
Magliano de' Marsi,0,12.230587920808118,9.989503141262086,12.934333744402945
Magliano di Tenna,0,-2.325477553666396,7.658701137245733,-5.460711044109024
Maiolati Spontini,0,-6.029438858062272,-3.1349534095343476,-6.938365670848966
Maltignano,1,4.3799953287046005,4.368438835735719,4.383624300591988
Manoppello,0,-1.12711352909583,8.425458811342718,-4.126813919963233
Manziana,0,-9.275316474930646,-10.099657418701137,-9.016456791579298
Marcetelli,0,-56.02667528723858,-37.81454292300174,-61.74791489048459
Marciano della Chiana,0,-7.024211891357586,1.7139257114635016,-9.768163347414514
Mare,0,-4.60161982790875,2.23737403888053,-6.749201845006117
Marsciano,0,0.8305377004260733,-0.36473735748441805,1.2058781773811569
Marta,0,-3.5748036062184188,-7.260950135574262,-2.417279246199222
Martinsicuro,0,-5.810891482239175,-5.8756213842075065,-5.790564987415054
Massa Fermana,1,-2.134708380707764,6.9072242354802045,-4.97405759852594
Massa Martana,0,-14.509480334973492,-0.9945723029954483,-18.753434053538086
Massa d'Albe,0,-11.381906392234988,3.684481044355797,-16.113055937282677
Massignano,0,-9.723033589687672,-10.6437428861082,-9.433912299848721
Matelica,1,2.3736324203714863,0.9002674104778307,2.8362987513406637
Mazzano Romano,0,-6.381817446725526,-2.2731384256015374,-7.672025531666179
Mercatello sul Metauro,0,-3.153705863617341,7.799218383657741,-6.593144998415203
Mergo,0,-9.013063740447786,0.9785909279256226,-12.150644838604197
Micigliano,1,9.265794846877379,-5.273101078448032,13.831301417851646
Miglianico,0,-4.781303073982465,-0.9350674788775015,-5.989098629653167
Mogliano,1,5.769301479397065,-1.0653645077707488,7.915524454999688
Molina Aterno,0,-11.846484392265962,-4.603421355033848,-14.12095227898232
Mompeo,0,-3.1326171540024754,21.272086598338717,-10.796186376608324
Mondavio,0,3.597472498344318,3.0041714503016816,3.783780994348214
Mondolfo,0,-14.771368276524177,-1.8964207150669123,-18.81436149930334
Monsampietro Morico,1,-3.3353508196388653,8.837160597050186,-7.157764924780678
Monsampolo del Tronto,0,14.399149172059822,4.378578801647055,17.545810383888067
Monsano,0,-10.511993474324798,1.8114677853516374,-14.38180887483225
Montalto delle Marche,1,-8.875944716228028,-7.001274899202308,-9.464628850979242
Montappone,1,-3.1653127982879683,10.621144792568764,-7.4945385555117205
Montasola,0,-20.4637563522513,-4.0262263285492255,-25.62547232568199
Monte Castello di Vibio,0,-9.476098881558528,-1.743898583612454,-11.904165734067602
Monte Cavallo,1,-26.066754131764863,-13.76094603566019,-29.931026082845335
Monte Giberto,0,132.002329894866,50.67790482386725,157.5398396857985
Monte Porzio,0,-2.9349919405682092,5.092132201248909,-5.455670828684801
Monte Rinaldo,1,-6.563141798571818,-6.695876014938738,-6.521460577375321
Monte Roberto,0,-9.579661341122947,3.746279828843304,-13.764275653542644
Monte Romano,0,16.95386561884023,0.07503712420185243,22.254158213162107
Monte San Giovanni in Sabina,0,-8.088463456508595,-0.8030221320372295,-10.376238980190724
Monte San Giusto,0,6.620441824458514,4.882775158995329,7.1661042062571205
Monte San Martino,1,-30.675977011298915,-1.7703094388794016,-39.752939658125534
Monte San Pietrangeli,0,-0.9994999195112366,2.9589535198514674,-2.242534141719652
Monte San Vito,0,6.21589797057185,3.7607196092513826,6.986873497124507
Monte Santa Maria Tiberina,0,-8.751458384604613,-3.1518211539751153,-10.50985742004845
Monte Urano,0,9.059952575220445,6.1379490103894865,9.977520631568366
Monte Vidon Combatte,0,6.08862564148821,-3.3771042601351087,9.061055754950322
Monte Vidon Corrado,1,-4.3825081441346185,10.35417937571839,-9.010125265259084
Montebello di Bertona,0,15.023435822382137,14.643687249099713,15.142684533944866
Montebuono,0,-7.373730882766591,0.875321338999817,-9.964099664290236
Montecarotto,0,-15.618585350432548,0.29104104224655736,-20.614528935873402
Montecassiano,0,-6.22672065840368,-9.543951049388554,-5.1850434068940965
Montecastrilli,0,-3.082734165306318,-0.27307159522283464,-3.965024883378801
Montecchio,0,-9.177514631377395,3.304354622231493,-13.097073337078582
Montecosaro,0,7.236040991984392,2.5115326297679306,8.719631911343646
Montedinove,1,-16.15758342115087,-1.4696760530383504,-20.76988259073021
Montefalco,0,-11.565367617341971,-2.7642535367788175,-14.329094957649302
Montefalcone Appennino,1,-26.82937139954873,-6.942914548235928,-33.074119961914725
Montefano,0,-7.253065044979875,-1.0178736242755417,-9.211040915274218
Montefelcino,0,9.109762112890154,7.097899540288097,9.741527540078605
Montefiascone,0,-3.3440007289536786,-4.902788451144198,-2.8545099433419288
Montefino,0,9.622507841080507,9.142123037930249,9.773358358660573
Montefiore dell'Aso,0,0.5360638134612562,-8.099776487981817,3.2478918535426544
Montefortino,1,-19.804396285832045,-5.048369940452306,-24.4380861882372
Montefranco,1,-2.9130467357082677,-6.655971396643932,-1.7376928971546204
Montegabbione,0,5.26790182107694,6.119107843335018,5.000605961210258
Montegallo,1,-27.834896148924216,-18.15223902505302,-30.875445785607436
Montegiorgio,1,-0.4791353323548967,3.105025333958596,-1.6046340743176897
Montegranaro,0,-4.984787563171109,1.7086553969236074,-7.0866636597956685
Monteleone Sabino,0,-20.646774658128248,-11.098615390015185,-23.64508925527351
Monteleone d'Orvieto,0,-5.132221934620879,-2.2250870839281323,-6.045120914826555
Monteleone di Fermo,1,-7.385496370215542,6.079469077997872,-11.613767110133075
Monteleone di Spoleto,1,-15.893759051242078,-15.118620673075217,-16.13716813657506
Montelibretti,0,1.068949449972744,9.431182802935169,-1.5569604896168328
Montelparo,1,-12.49341768344523,-5.936740140747957,-14.552346680440145
Montelupone,0,17.42362890511462,21.277335393230512,16.21348733835011
Montemaggiore al Metauro,0,-6.767161738123888,-5.34165897527039,-7.214798358137984
Montemarciano,0,1.370707817884564,0.8916270681989946,1.5211488363739263
Montemonaco,1,-16.345923417593816,-15.0601434432352,-16.74968426380325
Montenero Sabino,0,-14.309290953573365,-4.690591156557414,-17.329756699600903
Monteprandone,0,0.23594271899432837,7.62301589584852,-2.0837472562566983
Montepulciano,0,-2.6589348842973255,-0.8410279187624964,-3.2297943387701977
Monterchi,0,12.442605220677057,15.59894354603489,11.451451322977258
