Comune,Cratere Centro Italia 2016,Ricavi delle vendite migl EUR Ultimo anno disp.,Dipendenti Ultimo anno disp.,Stato giuridico,ateco2,ComuneOP,costituzione,ubilancio
Colli del Tronto,1.0,0,0,Cessata (In liquidazione),42,Colli del Tronto,2000,2010
Colli del Tronto,1.0,0,0,Cessata (In liquidazione),41,Colli del Tronto,1995,2009
Colli del Tronto,1.0,0,0,Cessata (In liquidazione),55,Colli del Tronto,1987,2013
Comunanza,1.0,8917.0,0,Cessata (In liquidazione),46,Comunanza,1998,2008
Comunanza,1.0,8509.0,41,Cessata (Fusione),24,Comunanza,1998,2008
Comunanza,1.0,2342.0,11,Fallita,47,Comunanza,2006,2008
Comunanza,1.0,1451.0,2,In liquidazione,43,Comunanza,2008,2013
Comunanza,1.0,775.0,10,Fallita,25,Comunanza,1996,2011
Comunanza,1.0,715.0,1,Fallita,46,Comunanza,2006,2014
Comunanza,1.0,601.0,8,Cessata (Scissione),25,Comunanza,1989,2016
Comunanza,1.0,521.0,8,Cessata,49,Comunanza,2002,2007
Comunanza,1.0,432.0,0,Cessata (Fusione),22,Comunanza,1996,2006
Comunanza,1.0,400.0,0,Cessata (Fusione),35,Comunanza,2010,2011
Comunanza,1.0,293.0,7,Cessata (In liquidazione),49,Comunanza,2007,2014
Comunanza,1.0,272.0,2,Attiva (Stato di insolvenza),47,Comunanza,2010,2019
Comunanza,1.0,248.0,8,Fallita,25,Comunanza,1999,2012
Comunanza,1.0,230.0,0,Fallita,82,Comunanza,2008,2009
Comunanza,1.0,210.0,0,In liquidazione,28,Comunanza,2012,2020
Comunanza,1.0,161.0,3,Cessata,43,Comunanza,2006,2008
Comunanza,1.0,116.0,1,Cessata (In liquidazione),58,Comunanza,2001,2007
Comunanza,1.0,103.0,0,Cessata (In liquidazione),25,Comunanza,2008,2013
Comunanza,1.0,100.0,0,Fallita,68,Comunanza,2004,2013
Comunanza,1.0,38,3,Cessata (In liquidazione),77,Comunanza,2011,2015
Comunanza,1.0,5,0,Cessata (In liquidazione),46,Comunanza,2008,2014
Comunanza,1.0,3,0,Cessata (In liquidazione),45,Comunanza,2013,2018
Comunanza,1.0,2,0,Cessata (In liquidazione),41,Comunanza,1994,2019
Comunanza,1.0,0,0,Cessata (In liquidazione),46,Comunanza,2014,2018
Comunanza,1.0,0,0,In liquidazione,63,Comunanza,2010,2020
Comunanza,1.0,0,0,Cessata (In liquidazione),16,Comunanza,2009,2017
Comunanza,1.0,0,0,Cessata (In liquidazione),49,Comunanza,2007,2016
Comunanza,1.0,0,0,In liquidazione,43,Comunanza,2007,2020
Comunanza,1.0,0,0,Fallita,55,Comunanza,2006,2017
Comunanza,1.0,0,0,Cessata (In liquidazione),47,Comunanza,2001,2011
Comunanza,1.0,0,0,Cessata (In liquidazione),80,Comunanza,2001,2012
Comunanza,1.0,0,0,In liquidazione,35,Comunanza,1998,2020
Comunanza,1.0,0,0,Cessata (In liquidazione),08,Comunanza,1995,2009
Comunanza,1.0,0,0,Cessata (In liquidazione),14,Comunanza,1994,2007
Comunanza,1.0,0,0,Cessata (In liquidazione),15,Comunanza,1993,2010
Comunanza,1.0,0,0,Cessata (In liquidazione),14,Comunanza,1990,2017
Comunanza,1.0,0,0,Cessata (In liquidazione),41,Comunanza,1987,2019
Cossignano,1.0,1201.0,0,Fallita,01,Cossignano,2003,2010
Cossignano,1.0,40,1,Fallita,23,Cossignano,2009,2012
Cossignano,1.0,0,0,In liquidazione,10,Cossignano,2008,2016
Folignano,1.0,1711.0,4,Fallita,46,Folignano,1997,2011
Folignano,1.0,1146.0,11,Fallita,47,Folignano,2004,2012
Folignano,1.0,878.0,2,Cessata (Fusione),35,Folignano,2007,2018
Folignano,1.0,605.0,0,Cessata,45,Folignano,2006,2008
Folignano,1.0,388.0,4,Cessata (Fusione),62,Folignano,2001,2010
Folignano,1.0,319.0,1,Cessata,47,Folignano,2008,2015
Folignano,1.0,205.0,2,Cessata,47,Folignano,2007,2006
Folignano,1.0,179.0,0,Cessata (Fusione),35,Folignano,2009,2014
Folignano,1.0,173.0,4,Fallita,43,Folignano,2009,2016
Folignano,1.0,166.0,3,Fallita,35,Folignano,2008,2019
Folignano,1.0,128.0,0,Fallita,23,Folignano,1993,2013
Folignano,1.0,115.0,0,Cessata (In liquidazione),41,Folignano,2007,2017
Folignano,1.0,86.0,0,Cessata,46,Folignano,1998,2005
Folignano,1.0,69.0,1,Cessata (In liquidazione),23,Folignano,2012,2016
Folignano,1.0,66.0,0,Cessata,15,Folignano,2001,2008
Folignano,1.0,61.0,2,In liquidazione,56,Folignano,2011,2015
Folignano,1.0,55.0,3,Cessata (In liquidazione),70,Folignano,1999,2010
Folignano,1.0,48.0,0,Cessata (Fusione),35,Folignano,2009,2015
Folignano,1.0,31,0,In liquidazione,41,Folignano,1981,2020
Folignano,1.0,21,19,Fallita,55,Folignano,2011,2012
Folignano,1.0,15,1,Cessata (In liquidazione),66,Folignano,2013,2017
Folignano,1.0,9,0,Cessata (In liquidazione),63,Folignano,2010,2017
Folignano,1.0,0,0,In liquidazione,55,Folignano,2012,2019
Folignano,1.0,0,1,Cessata,68,Folignano,2010,2012
Folignano,1.0,0,0,In liquidazione,35,Folignano,2009,2019
Folignano,1.0,0,1,Cessata,41,Folignano,2008,2009
Folignano,1.0,0,0,Cessata (In liquidazione),46,Folignano,2008,2012
Folignano,1.0,0,0,Cessata (In liquidazione),41,Folignano,2008,2018
Folignano,1.0,0,0,Cessata,13,Folignano,2007,2009
Folignano,1.0,0,0,In liquidazione,25,Folignano,2007,2017
Folignano,1.0,0,0,Cessata (In liquidazione),82,Folignano,2007,2013
Folignano,1.0,0,0,Cessata,41,Folignano,2007,2010
Folignano,1.0,0,0,Fallita,41,Folignano,2006,2012
Folignano,1.0,0,0,In liquidazione,43,Folignano,2005,2017
Folignano,1.0,0,0,Cessata,18,Folignano,2004,2010
Folignano,1.0,0,0,In liquidazione,56,Folignano,2000,2019
Folignano,1.0,0,0,In liquidazione,45,Folignano,1997,2017
Folignano,1.0,0,0,In liquidazione,46,Folignano,1997,2018
Folignano,1.0,0,0,In liquidazione,70,Folignano,1991,2020
Folignano,1.0,0,0,In liquidazione,14,Folignano,1987,2016
Folignano,1.0,0,0,Cessata (In liquidazione),74,Folignano,1986,2018
Folignano,1.0,0,0,Cessata,41,Folignano,1979,2012
Folignano,1.0,0,0,In liquidazione,41,Folignano,1972,2019
Force,1.0,232.0,19,Fallita,15,Force,1990,2012
Force,1.0,5,0,In liquidazione,47,Force,2014,2020
Force,1.0,0,0,In liquidazione,01,Force,1999,2009
Maltignano,1.0,4058.0,43,Fallita,25,Maltignano,1978,2004
Maltignano,1.0,2224.0,21,Cessata (Fusione),18,Maltignano,2013,2020
Maltignano,1.0,1268.0,12,Fallita,31,Maltignano,1999,2013
Maltignano,1.0,876.0,6,Cessata (Fusione),74,Maltignano,2000,2020
Maltignano,1.0,816.0,7,Fallita,46,Maltignano,1999,2003
Maltignano,1.0,767.0,5,Fallita,25,Maltignano,1980,2015
Maltignano,1.0,489.0,7,Cessata (Fusione),37,Maltignano,2010,2011
Maltignano,1.0,438.0,8,In liquidazione,47,Maltignano,2014,2018
Maltignano,1.0,163.0,3,Fallita,46,Maltignano,2012,2015
Maltignano,1.0,144.0,4,In liquidazione,41,Maltignano,2006,2012
Maltignano,1.0,129.0,0,Fallita,68,Maltignano,2007,2012
Maltignano,1.0,93.0,2,In liquidazione,47,Maltignano,2009,2013
Maltignano,1.0,66.0,0,Attiva (Stato di insolvenza),41,Maltignano,1999,2019
Maltignano,1.0,24,1,Cessata (In liquidazione),25,Maltignano,1996,2012
Maltignano,1.0,7,0,Cessata (In liquidazione),73,Maltignano,1998,2013
Maltignano,1.0,1,0,Cessata (In liquidazione),45,Maltignano,2004,2012
Maltignano,1.0,0,0,Cessata (In liquidazione),38,Maltignano,2009,2011
Maltignano,1.0,0,0,Cessata (In liquidazione),87,Maltignano,2009,2011
Maltignano,1.0,0,0,Cessata (In liquidazione),82,Maltignano,2009,2012
Maltignano,1.0,0,0,Cessata (In liquidazione),68,Maltignano,2007,2012
Maltignano,1.0,0,0,Cessata (In liquidazione),68,Maltignano,2004,2007
Maltignano,1.0,0,0,Cessata,47,Maltignano,2004,2010
Maltignano,1.0,0,0,Cessata (In liquidazione),41,Maltignano,2004,2020
Maltignano,1.0,0,0,Cessata (In liquidazione),47,Maltignano,2003,2014
Maltignano,1.0,0,0,Cessata,73,Maltignano,2003,2008
Maltignano,1.0,0,0,Fallita,38,Maltignano,1988,2017
Maltignano,1.0,0,0,Cessata (In liquidazione),38,Maltignano,1987,2015
Maltignano,1.0,0,0,Cessata (In liquidazione),41,Maltignano,1973,2019
Montalto delle Marche,1.0,104.0,8,In liquidazione,81,Montalto delle Marche,2014,2020
Montalto delle Marche,1.0,26,1,Fallita,28,Montalto delle Marche,1992,2002
Montalto delle Marche,1.0,0,0,Cessata (In liquidazione),01,Montalto delle Marche,2011,2016
Montalto delle Marche,1.0,0,0,Cessata,41,Montalto delle Marche,1979,2007
Montedinove,1.0,0,0,Cessata (In liquidazione),15,Montedinove,2013,2020
Montedinove,1.0,0,0,Cessata (In liquidazione),56,Montedinove,2010,2013
Montedinove,1.0,0,0,Cessata (In liquidazione),15,Montedinove,2006,2015
Montemonaco,1.0,219.0,8,Fallita,41,Montemonaco,2012,2015
Montemonaco,1.0,30,1,Cessata (In liquidazione),02,Montemonaco,2003,2020
Montemonaco,1.0,21,4,In liquidazione,02,Montemonaco,2010,2017
Montemonaco,1.0,20,0,Cessata (In liquidazione),49,Montemonaco,2007,2014
Montemonaco,1.0,0,0,Cessata (In liquidazione),46,Montemonaco,2011,2013
Montemonaco,1.0,0,0,In liquidazione,68,Montemonaco,2005,2009
Montemonaco,1.0,0,0,Cessata (In liquidazione),03,Montemonaco,2004,2012
Montemonaco,1.0,0,0,Cessata (In liquidazione),52,Montemonaco,2004,2009
Montemonaco,1.0,0,0,Cessata (In liquidazione),41,Montemonaco,2001,2007
Offida,1.0,3042.0,1,Cessata (Fusione),41,Offida,1984,2006
Offida,1.0,1285.0,1,Fallita,32,Offida,1998,2014
Offida,1.0,844.0,13,Fallita,13,Offida,1995,2000
Offida,1.0,731.0,1,Attiva (Stato di insolvenza),01,Offida,1968,2012
Offida,1.0,697.0,9,Fallita,25,Offida,2006,2008
Offida,1.0,557.0,36,In liquidazione,14,Offida,2010,2013
Offida,1.0,530.0,20,Fallita,15,Offida,1996,2003
Offida,1.0,451.0,5,Fallita,28,Offida,2007,2008
Offida,1.0,420.0,4,In liquidazione,46,Offida,2010,2014
Offida,1.0,391.0,13,Cessata (Fusione),27,Offida,2007,2018
Offida,1.0,372.0,3,Cessata (In liquidazione),41,Offida,1989,2011
Offida,1.0,356.0,5,In liquidazione,41,Offida,2009,2020
Offida,1.0,330.0,5,Cessata (Fusione),33,Offida,1998,2019
Offida,1.0,212.0,2,Fallita,38,Offida,1996,2007
Offida,1.0,127.0,2,Cessata (Fusione),35,Offida,2002,2014
Offida,1.0,110.0,8,Cessata (In liquidazione),55,Offida,2012,2013
Offida,1.0,94.0,18,In liquidazione,47,Offida,2014,2014
Offida,1.0,56.0,0,In liquidazione,41,Offida,2005,2020
Offida,1.0,50.0,4,Fallita,35,Offida,2008,2012
Offida,1.0,43.0,0,Cessata (In liquidazione),25,Offida,2009,2014
Offida,1.0,40,0,Cessata (In liquidazione),46,Offida,2006,2010
Offida,1.0,27,2,Cessata (Fusione),10,Offida,2011,2018
Offida,1.0,23,5,In liquidazione,13,Offida,2006,2008
Offida,1.0,21,0,Cessata,31,Offida,2010,2013
Offida,1.0,15,0,Fallita,43,Offida,2009,2013
Offida,1.0,9,0,Cessata (In liquidazione),41,Offida,1999,2020
Offida,1.0,0,0,Fallita,15,Offida,2006,2019
Offida,1.0,0,0,In liquidazione,15,Offida,1975,2019
Offida,1.0,0,0,Fallita,15,Offida,1974,2019
Offida,1.0,0,0,In liquidazione,25,Offida,2013,2020
Offida,1.0,0,0,In liquidazione,46,Offida,2013,2019
Offida,1.0,0,0,Cessata (In liquidazione),35,Offida,2011,2012
Offida,1.0,0,0,Cessata (In liquidazione),43,Offida,2011,2014
Offida,1.0,0,0,Cessata (In liquidazione),16,Offida,2009,2011
Offida,1.0,0,0,Cessata (In liquidazione),43,Offida,2009,2009
Offida,1.0,0,0,Cessata (In liquidazione),70,Offida,2008,2011
Offida,1.0,0,0,Cessata,46,Offida,2008,2014
Offida,1.0,0,0,Cessata (In liquidazione),38,Offida,2008,2012
Offida,1.0,0,0,In liquidazione,41,Offida,2008,2010
Offida,1.0,0,0,In liquidazione,74,Offida,2008,2019
Offida,1.0,0,0,In liquidazione,56,Offida,2005,2020
Offida,1.0,0,0,Cessata (In liquidazione),41,Offida,2005,2012
Offida,1.0,0,0,In liquidazione,70,Offida,2004,2020
Offida,1.0,0,0,Cessata,45,Offida,1999,2008
Offida,1.0,0,0,In liquidazione,41,Offida,1997,2018
Offida,1.0,0,0,In liquidazione,46,Offida,1994,2020
Offida,1.0,0,0,Cessata,56,Offida,1988,2011
Offida,1.0,0,0,Cessata (In liquidazione),14,Offida,1985,2016
Offida,1.0,0,0,Cessata (In liquidazione),01,Offida,1973,2012
Offida,1.0,0,0,In liquidazione,01,Offida,1974,2009
Offida,1.0,0,0,Cessata (In liquidazione),56,Offida,1967,2010
Roccafluvione,1.0,34,0,Cessata (In liquidazione),41,Roccafluvione,2008,2009
Roccafluvione,1.0,0,0,Cessata (In liquidazione),81,Roccafluvione,2005,2010
Roccafluvione,1.0,0,0,Cessata (In liquidazione),47,Roccafluvione,2000,2010
Roccafluvione,1.0,0,0,Cessata,74,Roccafluvione,1998,2013
Rotella,1.0,15245.0,85,Fallita,01,Rotella,2008,2010
Rotella,1.0,3566.0,0,Cessata (In liquidazione),46,Rotella,2009,2010
Rotella,1.0,66.0,1,In liquidazione,52,Rotella,1989,2012
Rotella,1.0,0,0,Cessata,43,Rotella,2006,2012
Rotella,1.0,0,1,Fallita,10,Rotella,1993,2010
Venarotta,1.0,49.0,2,In liquidazione,01,Venarotta,1963,2018
Venarotta,1.0,0,0,Cessata (In liquidazione),61,Venarotta,2014,2016
Montereale,1.0,246,3,Cessata (Fusione),49,Montereale,2007,2008
Montereale,1.0,75,0,In liquidazione,62,Montereale,2002,2016
Montereale,1.0,15,0,Cessata (In liquidazione),41,Montereale,2007,2015
Montereale,1.0,0,0,Cessata (In liquidazione),41,Montereale,2007,2016
Montereale,1.0,0,1,In liquidazione,41,Montereale,2006,2020
Montereale,1.0,0,0,In liquidazione,41,Montereale,2006,2019
Montereale,1.0,0,0,Cessata (In liquidazione),41,Montereale,2003,2013
Montereale,1.0,0,0,Cessata (In liquidazione),47,Montereale,2003,2005
Montereale,1.0,0,0,Cessata (In liquidazione),72,Montereale,1997,2009
Montereale,1.0,0,0,Cessata (In liquidazione),02,Montereale,2005,2010
Campotosto,1.0,0,0,Cessata (In liquidazione),93,Campotosto,1996,2007
Capitignano,1.0,0,0,Cessata,70,Capitignano,2014,2016
Amandola,1.0,637.0,8,Fallita,41,Amandola,1989,2006
Amandola,1.0,217.0,0,Cessata (In liquidazione),46,Amandola,2004,2009
Amandola,1.0,194.0,1,Cessata (In liquidazione),74,Amandola,2009,2013
Amandola,1.0,31,0,Cessata,15,Amandola,2007,2013
Amandola,1.0,21,1,Cessata (In liquidazione),47,Amandola,2006,2016
Amandola,1.0,20,0,In liquidazione,02,Amandola,1979,2020
Amandola,1.0,13,0,Cessata (In liquidazione),41,Amandola,2008,2015
Amandola,1.0,0,0,Cessata,02,Amandola,2013,2016
Amandola,1.0,0,0,Cessata,02,Amandola,2007,2010
Amandola,1.0,0,0,Cessata,23,Amandola,1983,2011
Amandola,1.0,0,0,Cessata (In liquidazione),91,Amandola,2000,2011
Amandola,1.0,0,0,Cessata (In liquidazione),46,Amandola,1997,2007
Amandola,1.0,0,0,In liquidazione,56,Amandola,1997,2009
Amandola,1.0,0,0,Cessata (In liquidazione),42,Amandola,1991,2017
Amandola,1.0,0,0,Fallita,69,Amandola,1982,2019
Amandola,1.0,0,0,In liquidazione,01,Amandola,1974,2020
Amandola,1.0,0,0,Cessata (In liquidazione),01,Amandola,1968,2010
Amandola,1.0,0,0,Cessata,85,Amandola,1995,2007
Belmonte Piceno,1.0,4,0,Cessata (In liquidazione),63,Belmonte Piceno,2001,2017
Falerone,1.0,4409.0,11,Fallita,46,Falerone,1995,2012
Falerone,1.0,2664.0,12,Fallita,15,Falerone,1993,1998
Falerone,1.0,2477.0,6,Fallita,14,Falerone,2007,2016
Falerone,1.0,952.0,0,Fallita,68,Falerone,2004,2007
Falerone,1.0,463.0,1,Cessata,47,Falerone,1999,2013
Falerone,1.0,282.0,2,Cessata,45,Falerone,1989,2014
Falerone,1.0,274.0,1,Cessata,28,Falerone,2005,2009
Falerone,1.0,268.0,9,Cessata (In liquidazione),49,Falerone,2006,2009
Falerone,1.0,267.0,0,Fallita,46,Falerone,2008,2009
Falerone,1.0,234.0,0,Fallita,08,Falerone,1995,2012
Falerone,1.0,175.0,0,Cessata,14,Falerone,2000,2008
Falerone,1.0,171.0,5,Cessata,56,Falerone,2013,2014
Falerone,1.0,97.0,0,Cessata (In liquidazione),47,Falerone,2000,2016
Falerone,1.0,75.0,3,Cessata (In liquidazione),25,Falerone,2012,2012
Falerone,1.0,48.0,0,Cessata (In liquidazione),63,Falerone,2006,2009
Falerone,1.0,24,0,Cessata (Fusione),47,Falerone,1985,2020
Falerone,1.0,17,2,In liquidazione,25,Falerone,2013,2020
Falerone,1.0,2,0,Cessata,22,Falerone,1989,2007
Falerone,1.0,0,0,In liquidazione,15,Falerone,1987,2020
Falerone,1.0,0,0,Cessata (In liquidazione),82,Falerone,2008,2019
Falerone,1.0,0,0,Cessata (In liquidazione),46,Falerone,2013,2019
Falerone,1.0,0,0,In liquidazione,56,Falerone,2012,2020
Falerone,1.0,0,1,Cessata (In liquidazione),47,Falerone,2012,2016
Falerone,1.0,0,0,Cessata (In liquidazione),90,Falerone,2011,2015
Falerone,1.0,0,1,Cessata (In liquidazione),86,Falerone,2004,2013
Falerone,1.0,0,0,Cessata (In liquidazione),43,Falerone,1993,2016
Falerone,1.0,0,0,In liquidazione,03,Falerone,1980,2012
Falerone,1.0,0,0,In liquidazione,41,Falerone,1978,2013
Falerone,1.0,0,0,Cessata (In liquidazione),68,Falerone,1951,2010
Massa Fermana,1.0,552.0,0,Cessata (In liquidazione),14,Massa Fermana,2007,2010
Massa Fermana,1.0,490.0,5,Cessata (Fusione),14,Massa Fermana,1995,2015
Massa Fermana,1.0,449.0,1,Cessata (In liquidazione),46,Massa Fermana,2013,2015
Massa Fermana,1.0,448.0,5,Fallita,46,Massa Fermana,2006,2011
Massa Fermana,1.0,330.0,3,Cessata (In liquidazione),14,Massa Fermana,2007,2016
Massa Fermana,1.0,30,1,In liquidazione,43,Massa Fermana,2007,2020
Massa Fermana,1.0,0,0,In liquidazione,58,Massa Fermana,2004,2010
Monsampietro Morico,1.0,490.0,8,Fallita,25,Monsampietro Morico,1987,2014
Montappone,1.0,2847.0,0,Cessata (Fusione),01,Montappone,2011,2013
Montappone,1.0,1278.0,3,In liquidazione,68,Montappone,2004,2013
Montappone,1.0,251.0,3,Fallita,45,Montappone,2000,2011
Montappone,1.0,80.0,2,Cessata (In liquidazione),46,Montappone,2002,2017
Montappone,1.0,67.0,0,Cessata (Fusione),68,Montappone,2005,2018
Montappone,1.0,6,0,Cessata (In liquidazione),47,Montappone,1999,2017
Montappone,1.0,2,0,In liquidazione,14,Montappone,2009,2020
Montappone,1.0,2,0,In liquidazione,13,Montappone,2001,2020
Montappone,1.0,0,0,Cessata (In liquidazione),46,Montappone,2005,2010
Montappone,1.0,0,0,Cessata (In liquidazione),46,Montappone,2002,2011
Montappone,1.0,0,0,Cessata (In liquidazione),46,Montappone,1984,2013
Montefalcone Appennino,1.0,0,0,Cessata,35,Montefalcone Appennino,2008,2009
Montefalcone Appennino,1.0,0,0,Cessata (In liquidazione),01,Montefalcone Appennino,1973,2014
Montefortino,1.0,1721.0,1,Cessata (In liquidazione),15,Montefortino,2000,2013
Montefortino,1.0,24,0,Cessata (In liquidazione),25,Montefortino,2014,2017
Montefortino,1.0,10,0,Cessata (In liquidazione),41,Montefortino,1998,2020
Montefortino,1.0,0,0,Fallita,11,Montefortino,1995,2017
Montegiorgio,1.0,75797.0,226,Cessata (Fusione),46,Montegiorgio,1999,2020
Montegiorgio,1.0,13290.0,48,Cessata (Fusione),46,Montegiorgio,1999,2016
Montegiorgio,1.0,12823.0,12,Fallita,61,Montegiorgio,2004,2008
Montegiorgio,1.0,5097.0,16,Cessata (Fusione),46,Montegiorgio,2002,2017
Montegiorgio,1.0,1848.0,2,Fallita,23,Montegiorgio,1998,1999
Montegiorgio,1.0,1790.0,13,Cessata (Chiusura per fallimento),15,Montegiorgio,2000,2006
Montegiorgio,1.0,1170.0,6,Cessata (In liquidazione),46,Montegiorgio,2014,2016
Montegiorgio,1.0,1077.0,8,Fallita,46,Montegiorgio,2009,2012
Montegiorgio,1.0,1039.0,0,Cessata (In liquidazione),68,Montegiorgio,2000,2005
Montegiorgio,1.0,753.0,26,Fallita,15,Montegiorgio,2014,2015
Montegiorgio,1.0,684.0,0,Fallita,25,Montegiorgio,2007,2008
Montegiorgio,1.0,581.0,2,Fallita,15,Montegiorgio,2001,2002
Montegiorgio,1.0,541.0,4,Cessata (Fusione),86,Montegiorgio,2011,2019
Montegiorgio,1.0,495.0,1,Fallita,69,Montegiorgio,1995,2006
Montegiorgio,1.0,489.0,0,Cessata (In liquidazione),43,Montegiorgio,2006,2011
Montegiorgio,1.0,172.0,0,Fallita,46,Montegiorgio,2011,2012
Montegiorgio,1.0,161.0,2,Cessata (In liquidazione),68,Montegiorgio,1999,2009
Montegiorgio,1.0,148.0,3,Cessata (In liquidazione),56,Montegiorgio,2013,2013
Montegiorgio,1.0,106.0,5,Cessata,56,Montegiorgio,2013,2014
Montegiorgio,1.0,95.0,1,Cessata,41,Montegiorgio,1998,2012
Montegiorgio,1.0,83.0,0,Cessata (In liquidazione),46,Montegiorgio,1995,2014
Montegiorgio,1.0,77.0,1,Cessata (In liquidazione),30,Montegiorgio,2001,2014
Montegiorgio,1.0,77.0,0,Cessata,47,Montegiorgio,1999,2009
Montegiorgio,1.0,74.0,8,Cessata (In liquidazione),55,Montegiorgio,2006,2014
Montegiorgio,1.0,72.0,3,Cessata (In liquidazione),82,Montegiorgio,2010,2013
Montegiorgio,1.0,71.0,0,Cessata,41,Montegiorgio,1993,2008
Montegiorgio,1.0,39,0,Cessata (In liquidazione),74,Montegiorgio,2010,2015
Montegiorgio,1.0,38,0,Cessata (In liquidazione),43,Montegiorgio,2001,2012
Montegiorgio,1.0,30,0,In liquidazione,47,Montegiorgio,2008,2012
Montegiorgio,1.0,29,0,Cessata (In liquidazione),10,Montegiorgio,1987,2017
Montegiorgio,1.0,26,0,Cessata,47,Montegiorgio,1993,2007
Montegiorgio,1.0,24,0,In liquidazione,15,Montegiorgio,1986,2020
Montegiorgio,1.0,17,0,In liquidazione,22,Montegiorgio,1986,2020
Montegiorgio,1.0,16,0,Cessata (In liquidazione),49,Montegiorgio,2013,2018
Montegiorgio,1.0,14,0,In liquidazione,15,Montegiorgio,1986,2020
Montegiorgio,1.0,5,0,Cessata (In liquidazione),46,Montegiorgio,2013,2019
Montegiorgio,1.0,1,0,Cessata (In liquidazione),47,Montegiorgio,2010,2012
Montegiorgio,1.0,0,0,Cessata (In liquidazione),46,Montegiorgio,2009,2013
Montegiorgio,1.0,0,0,Cessata (In liquidazione),49,Montegiorgio,2006,2010
Montegiorgio,1.0,0,0,Cessata (In liquidazione),15,Montegiorgio,1989,2015
Montegiorgio,1.0,0,0,Cessata (In liquidazione),46,Montegiorgio,2005,2013
Montegiorgio,1.0,0,0,In liquidazione,43,Montegiorgio,2004,2020
Montegiorgio,1.0,0,0,Cessata (In liquidazione),46,Montegiorgio,1981,2015
Montegiorgio,1.0,0,0,In liquidazione,47,Montegiorgio,2011,2020
Montegiorgio,1.0,0,0,Cessata (In liquidazione),35,Montegiorgio,2009,2011
Montegiorgio,1.0,0,0,Cessata (In liquidazione),56,Montegiorgio,2008,2013
Montegiorgio,1.0,0,0,In liquidazione,56,Montegiorgio,2008,2020
Montegiorgio,1.0,0,0,Cessata (In liquidazione),41,Montegiorgio,2008,2015
Montegiorgio,1.0,0,0,Cessata (In liquidazione),46,Montegiorgio,2006,2011
Montegiorgio,1.0,0,0,Cessata (In liquidazione),22,Montegiorgio,2005,2015
Montegiorgio,1.0,0,0,Cessata (In liquidazione),77,Montegiorgio,2005,2016
Montegiorgio,1.0,0,0,Cessata,49,Montegiorgio,2005,2007
Montegiorgio,1.0,0,0,Cessata,68,Montegiorgio,2005,2010
Montegiorgio,1.0,0,0,Cessata (In liquidazione),15,Montegiorgio,2004,2015
Montegiorgio,1.0,0,0,In liquidazione,52,Montegiorgio,2002,2018
Montegiorgio,1.0,0,0,Cessata (In liquidazione),15,Montegiorgio,2002,2009
Montegiorgio,1.0,0,0,Cessata,21,Montegiorgio,2002,2008
Montegiorgio,1.0,0,0,In liquidazione,15,Montegiorgio,2002,2019
Montegiorgio,1.0,0,0,In liquidazione,35,Montegiorgio,2001,2020
Montegiorgio,1.0,0,0,Cessata (In liquidazione),47,Montegiorgio,2000,2017
Montegiorgio,1.0,0,0,In liquidazione,68,Montegiorgio,1997,2020
Montegiorgio,1.0,0,0,Cessata (In liquidazione),15,Montegiorgio,1990,2013
Montegiorgio,1.0,0,1,Cessata (Fusione),41,Montegiorgio,1989,2013
Montegiorgio,1.0,0,0,In liquidazione,15,Montegiorgio,1988,2010
Montegiorgio,1.0,0,0,Cessata (In liquidazione),41,Montegiorgio,1988,2015
Montegiorgio,1.0,0,1,Cessata (In liquidazione),66,Montegiorgio,1985,2018
Montegiorgio,1.0,0,0,In liquidazione,55,Montegiorgio,1985,2020
Montegiorgio,1.0,0,0,Cessata (In liquidazione),63,Montegiorgio,1985,2018
Montegiorgio,1.0,0,0,Cessata (In liquidazione),64,Montegiorgio,1984,2011
Montegiorgio,1.0,0,0,Cessata (In liquidazione),01,Montegiorgio,1976,2016
Montegiorgio,1.0,0,0,In liquidazione,15,Montegiorgio,1977,2019
Montegiorgio,1.0,0,0,Cessata (In liquidazione),46,Montegiorgio,2006,2007
Montegiorgio,1.0,0,0,Cessata (In liquidazione),46,Montegiorgio,1995,2007
Monteleone di Fermo,1.0,9344.0,118,Fallita,10,Monteleone di Fermo,2008,2011
Monteleone di Fermo,1.0,7593.0,133,Fallita,10,Monteleone di Fermo,1989,2008
Monteleone di Fermo,1.0,0,0,Cessata (In liquidazione),13,Monteleone di Fermo,1980,2017
Monteleone di Fermo,1.0,0,0,Cessata (In liquidazione),14,Monteleone di Fermo,1980,2013
Montelparo,1.0,45.0,1,Fallita,55,Montelparo,2006,2016
Monte Vidon Corrado,1.0,2076.0,1,Fallita,41,Monte Vidon Corrado,2001,2017
Monte Vidon Corrado,1.0,20,0,Cessata,15,Monte Vidon Corrado,2008,2008
Monte Vidon Corrado,1.0,0,0,Cessata,46,Monte Vidon Corrado,2000,2008
Ortezzano,1.0,1824.0,12,Fallita,41,Ortezzano,2000,2013
Ortezzano,1.0,63.0,0,Cessata (In liquidazione),46,Ortezzano,2009,2009
Ortezzano,1.0,2,0,Cessata (In liquidazione),10,Ortezzano,2010,2015
Ortezzano,1.0,0,0,In liquidazione,68,Ortezzano,2012,2017
Ortezzano,1.0,0,0,In liquidazione,68,Ortezzano,2001,2014
Ortezzano,1.0,0,0,Cessata (In liquidazione),46,Ortezzano,2001,2010
