Comune,media_prima,Comune,media_dopo,var
Sant'Egidio alla Vibrata,19603.267873616234,Sant'Egidio alla Vibrata,28014.352168174963,42.90654164798253
Corropoli,10935.2602501025,Corropoli,15796.71378205128,44.456678860507346
Castel Ritaldi,8524.22299097991,Castel Ritaldi,7981.02366138763,-6.372420456000241
Massa Martana,18589.47278597786,Massa Martana,20056.284539969834,7.890550586772944
Torano Nuovo,2606.227834153342,Torano Nuovo,3179.1729449472095,21.983692418817032
Alba Adriatica,34722.09345530955,Alba Adriatica,43311.49890648567,24.73757943838109
Acquapendente,31351.684309655597,Acquapendente,36458.20575037707,16.28786954565239
Nereto,5940.144270192701,Nereto,8914.03806561086,50.06433615326458
Tortoreto,41757.44848042231,Tortoreto,49269.360049019604,17.98939313095052
Orvieto,77742.68597529725,Orvieto,85573.24990573151,10.072412384777166
Sant'Omero,12346.480114801147,Sant'Omero,17045.38763197587,38.058681287969705
Proceno,669.9319265067651,Proceno,862.2580128205128,28.708302844528728
Castel Viscardo,4057.5799379868795,Castel Viscardo,5306.56540346908,30.781536890727768
Bellante,13159.71695623206,Bellante,17350.20510935143,31.84330002732223
Mosciano Sant'Angelo,21228.886851681018,Mosciano Sant'Angelo,29104.888593514326,37.10039907820058
Giulianova,56839.36641553915,Giulianova,74554.75895550527,31.167470112972538
Baschi,11810.537374436244,Baschi,12546.921361236802,6.234974442352231
Acquasparta,19272.5761198237,Acquasparta,22674.4020173454,17.651121865450015
Roseto degli Abruzzi,74735.68615467404,Roseto degli Abruzzi,97325.93959276019,30.226862962538455
Castel Giorgio,4504.686782492825,Castel Giorgio,5345.978016591252,18.675909662977034
Grotte di Castro,6215.830450492003,Grotte di Castro,7823.24656862745,25.860038026105016
Avigliano Umbro,9963.244439319393,Avigliano Umbro,12034.551244343891,20.789480953114033
San Lorenzo Nuovo,7455.610790795408,San Lorenzo Nuovo,9778.069570135747,31.150483099354027
Porano,2849.5996053710537,Porano,3615.6248680241324,26.881856005638117
Notaresco,14598.296996719966,Notaresco,18296.41153846154,25.33250654218426
Castellalto,15299.001665641656,Castellalto,23934.839441930617,56.44706736442312
Onano,102.39543614186142,Onano,109.06069004524886,6.509327128753291
Montecastrilli,21543.257418511686,Montecastrilli,24638.2108974359,14.366227997929332
Montecchio,7333.130983497335,Montecchio,7089.129242081448,-3.32738828700858
Morro d'Oro,13484.205809245592,Morro d'Oro,14979.26738310709,11.087501889331834
Canzano,4113.459396781467,Canzano,4910.43286199095,19.374774085118393
Bolsena,22248.99358087331,Bolsena,21171.12309577677,-4.84458086240426
Castiglione in Teverina,4644.775830258303,Castiglione in Teverina,5006.175207390649,7.7807711359936125
Terni,332042.4049302994,Terni,391228.83774509805,17.824962093990006
Lubriano,2269.845210639606,Lubriano,2800.1069947209653,23.36114293590706
Pineto,59884.658620336195,Pineto,65643.21472473606,9.616079037719214
Gradoli,6592.874628433785,Gradoli,9160.234973604827,38.94144041657515
Bagnoregio,9714.939678146782,Bagnoregio,12802.397171945702,31.780511213507424
Civitella d'Agliano,7448.931567753179,Civitella d'Agliano,6831.443099547511,-8.2896246607877
Guardea,8725.095659081591,Guardea,13073.586085972851,49.83888540368145
Atri,29650.17763427634,Atri,36828.49894419307,24.210044872103595
San Gemini,15787.387031057811,San Gemini,16952.86879713424,7.3823601320701755
Latera,193.25244721197214,Latera,215.4513197586727,11.486981338120577
Amelia,47154.11587740877,Amelia,50796.012594268475,7.7233909470976165
Cermignano,4828.854269167692,Cermignano,6964.574886877828,44.22830962919599
Cellino Attanasio,8382.523101168512,Cellino Attanasio,9246.655147058824,10.308734440229019
Alviano,4370.923905801558,Alviano,4534.168966817496,3.7347953095056465
Basciano,5580.741479602297,Basciano,6235.884313725491,11.739351061462926
Lugnano in Teverina,4209.398588048381,Lugnano in Teverina,6258.14709653092,48.67081284009288
Penna Sant'Andrea,4067.5433451209515,Penna Sant'Andrea,5491.742628205128,35.013745699662046
Montefiascone,24636.86940088151,Montefiascone,30485.28552036199,23.738471087041695
Narni,92095.79809860601,Narni,99029.97488687783,7.529308536799324
Capodimonte,8074.611854243542,Capodimonte,8982.658898944193,11.245705194156605
Valentano,630.2822621976221,Valentano,860.5936651583711,36.540993896562476
Graffignano,6228.428672099221,Graffignano,5873.381391402715,-5.700431029851412
Colledara,7190.362828003279,Colledara,7879.692948717948,9.586861431109334
Viterbo,205756.23425328,Viterbo,244628.65269607838,18.89246203589999
Celleno,3154.3414693521936,Celleno,3970.2340874811457,25.865703699368726
Montefino,3380.3744362443626,Montefino,3536.5289969834084,4.6194456763356495
Silvi,63142.527777777774,Silvi,75581.94628582202,19.700539312938538
Marta,5350.371079335793,Marta,6739.664762443439,25.966305187193033
Fano Adriano,2811.006073185732,Fano Adriano,2752.1560897435897,-2.0935558981360436
Castel Castagna,2690.4645474579743,Castel Castagna,2427.453016591252,-9.775692124069165
Morro Reatino,1993.9749769372697,Morro Reatino,2608.513970588235,30.8197946693841
Bisenti,5957.079156416565,Bisenti,5484.145757918552,-7.939014844021353
Castilenti,5764.904802173021,Castilenti,6155.760614630468,6.779917897518748
Castiglione Messer Raimondo,6567.816600041,Castiglione Messer Raimondo,6964.821851432881,6.044706720181598
Pietracamela,2693.891835793358,Pietracamela,3313.3088235294117,22.99338746663649
Piansano,1334.841815293153,Piansano,1512.308088235294,13.294929100132094
Città Sant'Angelo,66184.37041307913,Città Sant'Angelo,72816.95997360483,10.02138347638491
Attigliano,3967.560424354243,Attigliano,4575.454091251885,15.321598208465407
Elice,4232.187974067241,Elice,4921.629656862745,16.29043149831865
Isola del Gran Sasso d'Italia,16801.773280545305,Isola del Gran Sasso d'Italia,18321.811142533938,9.046889495578881
Bomarzo,8454.088535260353,Bomarzo,9420.702243589743,11.433683291792292
Labro,1468.5178608036078,Labro,2615.868608597285,78.12984631768929
L'Aquila,210452.3060808733,L'Aquila,236029.11781674207,12.153258005184336
Giove,3214.2750230627303,Giove,4364.072190799397,35.771586422654
Stroncone,22878.254830360805,Stroncone,26170.027036199095,14.388213743776959
Montesilvano,156049.6506508815,Montesilvano,189895.83359728506,21.68936797053469
Penna in Teverina,2204.9403187781877,Penna in Teverina,2524.4361802413273,14.49000042051842
Arsita,3531.7375461254614,Arsita,3569.048397435897,1.0564446203361881
Penne,28797.05354397294,Penne,30432.116176470587,5.677881697170566
Colli sul Velino,2281.044306068061,Colli sul Velino,2501.383823529412,9.659589551820686
Vitorchiano,10469.475143501435,Vitorchiano,14145.497190799397,35.11180834676059
Orte,37273.69663540386,Orte,43605.17828054298,16.986460202944457
Contigliano,16961.526201824523,Contigliano,16936.533917797886,-0.14734690575161113
Picciano,3411.5313781262817,Picciano,4151.182522624435,21.68091283699088
Pescara,379718.6287156621,Pescara,443838.20133861236,16.886075049787394
Soriano nel Cimino,20641.064729397294,Soriano nel Cimino,23545.474981146304,14.071029231416091
Pizzoli,11999.450786695366,Pizzoli,13320.406259426847,11.008466105766415
Collecorvino,18215.181593378435,Collecorvino,23069.289347662143,26.6486926270791
Cagnano Amiterno,5879.031134686347,Cagnano Amiterno,5897.457956259427,0.31343296456386255
Arlena di Castro,151.96827593275933,Arlena di Castro,160.3705128205128,5.528941376864189
Bassano in Teverina,3246.76401701517,Bassano in Teverina,4106.696191553544,26.485823115932238
Barete,3996.4507866953672,Barete,4319.5759992458525,8.085304431277004
Tuscania,14859.357882328824,Tuscania,19164.260067873303,28.970983939110805
Cappelle sul Tavo,11226.775343378433,Cappelle sul Tavo,11822.681957013574,5.307905390541263
Farindola,7893.237315498154,Farindola,8335.40891779789,5.601904321710225
Greccio,4439.514439831899,Greccio,4324.339140271493,-2.594321994473943
Configni,5981.199133866338,Configni,4915.776828808446,-17.812854600097335
Spoltore,56932.867363673635,Spoltore,70760.13310708899,24.286965304399764
Cottanello,5697.046484214842,Cottanello,6998.845380844646,22.850417321269504
Moscufo,13562.611918306684,Moscufo,15853.12190799397,16.888413555471395
Loreto Aprutino,20922.067253485035,Loreto Aprutino,26247.891591251886,25.455535885822737
Otricoli,6842.868811500615,Otricoli,11818.167307692307,72.7077872343519
Vasanello,6471.453618286183,Vasanello,7750.16165158371,19.759208807188582
Castel del Monte,4755.068509122591,Castel del Monte,4901.83516214178,3.0865307773719057
Francavilla al Mare,81314.08671586715,Francavilla al Mare,96109.29136500754,18.195131061163774
Calascio,2401.7794818573184,Calascio,2472.757371794872,2.955220929885948
Santo Stefano di Sessanio,1790.4486341738416,Santo Stefano di Sessanio,2008.1712669683259,12.160227813234476
Castelvecchio Calvisio,775.8655186551865,Castelvecchio Calvisio,800.3280542986425,3.15293501969995
Carapelle Calvisio,665.8374846248463,Carapelle Calvisio,716.9921757164404,7.682759272770038
Montebello di Bertona,3668.0742619926195,Montebello di Bertona,3503.5127073906483,-4.486320146434983
San Giovanni Teatino,60372.240979909795,San Giovanni Teatino,69502.24349547511,15.122848460443144
Calvi dell'Umbria,6452.863750512505,Calvi dell'Umbria,9553.233804675716,48.04642053564156
Pianella,22702.92545612956,Pianella,27754.047567873302,22.248771954541173
Monte Romano,7678.733471709717,Monte Romano,8657.91065233786,12.751805805419137
Chieti,151539.88264913898,Chieti,171294.54532428356,13.035949566413915
Cepagatti,39067.28896320213,Cepagatti,47617.83518099548,21.886715061920956
Vignanello,4712.682374948749,Vignanello,5000.006768476622,6.096833409677797
Torrevecchia Teatina,13635.130701619517,Torrevecchia Teatina,16332.687386877828,19.783871121513396
Vacone,1632.6900369003688,Vacone,1816.4776395173456,11.256735722225269
Civitella Casanova,6246.560783107831,Civitella Casanova,6252.658333333333,0.0976145184081238
Torri in Sabina,6421.162605063551,Torri in Sabina,7203.296417797888,12.180563876665698
Barisciano,10901.327772652729,Barisciano,12352.968325791855,13.316181142454397
Villa Celiera,2399.7728064780645,Villa Celiera,2246.6322775263952,-6.381459467257658
Ofena,3233.701619516195,Ofena,3462.8105392156863,7.085035870865816
Ortona,58595.788796637964,Ortona,79333.49185520363,35.3911151030627
Gallese,10185.581731754817,Gallese,9445.374377828055,-7.267207445001141
Magliano Sabina,13231.068099118489,Magliano Sabina,14985.346285822021,13.258779817030867
Canepina,10901.083102706027,Canepina,12060.265629713424,10.63364544684232
Vallerano,3106.4501204387043,Vallerano,3546.4460595776773,14.163946694139584
Montebuono,3915.9948877613774,Montebuono,4419.7868778280545,12.864980790479924
Scoppito,13653.816446289464,Scoppito,15245.407070135747,11.656745424308166
Corchiano,9409.078374846247,Corchiano,10181.224717194571,8.206397179266151
Montasola,2087.2148549610497,Montasola,2713.2369720965307,29.99318041683655
Ripa Teatina,15510.518014555144,Ripa Teatina,16383.198548265462,5.626379034480926
Miglianico,14647.961280237801,Miglianico,18518.283201357466,26.422256634042878
Civitaquana,3386.76907800328,Civitaquana,4425.919984917044,30.68266194063667
Belmonte in Sabina,2630.1318803813033,Belmonte in Sabina,3596.6239253393665,36.746904296599226
Villa Santa Lucia degli Abruzzi,1886.6389785772856,Villa Santa Lucia degli Abruzzi,1947.7171380090497,3.23740578485361
Rosciano,10723.484663284133,Rosciano,12500.499736048267,16.57124646103529
Petrella Salto,7965.10086100861,Petrella Salto,7296.108597285068,-8.399043218629483
Casperia,5473.032723452234,Casperia,6249.966270739065,14.195667859934954
Tollo,9280.06597222222,Tollo,11668.828506787331,25.740792594743734
Fiamignano,2496.7855678556784,Fiamignano,3730.0312028657618,49.39333400862434
Catignano,2903.9416897293972,Catignano,3827.1363122171947,31.791086775362388
Carpineto della Nora,2798.7139324518243,Carpineto della Nora,3269.675056561086,16.827769306764207
Caprarola,13958.000922509224,Caprarola,14871.520475113122,6.544773550850831
Tarano,5634.073980114801,Tarano,5756.1697586727,2.1670957638971333
Nocciano,2642.50827695777,Nocciano,3462.205184766214,31.019653370854666
Fabrica di Roma,15767.288758200084,Fabrica di Roma,19672.376546003015,24.76702144350604
Collevecchio,5744.169831385813,Collevecchio,6571.932824283559,14.410489543239066
Vicoli,1338.060360291103,Vicoli,1326.7393476621419,-0.8460763777874876
Civita Castellana,49523.01704079542,Civita Castellana,61980.61153846154,25.155160654699138
Vetralla,22232.438063755642,Vetralla,26141.949736048264,17.58471860387678
Carbognano,4876.402419024191,Carbognano,5347.26161387632,9.655872390990075
Concerviano,2183.833717712177,Concerviano,1750.4081447963802,-19.847004348383322
Roccantica,3543.085280852809,Roccantica,4152.540799396682,17.201265852601185
Villamagna,7245.270948646986,Villamagna,8671.666214177978,19.687259118961776
Longone Sabino,2215.2282313448136,Longone Sabino,2122.2193627450984,-4.1986133655967235
Tornimparte,14631.571058835587,Tornimparte,14745.876960784313,0.7812278086138967
Bucchianico,23725.400766195162,Bucchianico,27480.742703619908,15.828360390756801
Poggio Picenze,3032.160234727347,Poggio Picenze,3383.730052790347,11.594697867100466
Monte San Giovanni in Sabina,3976.687256560065,Monte San Giovanni in Sabina,3733.6336915535444,-6.111960768490713
Giuliano Teatino,2464.6824390118904,Giuliano Teatino,3134.0634615384615,27.158915563780738
Selci,2152.3941164411644,Selci,2586.8596153846156,20.185220523730568
Lucoli,10390.869067753178,Lucoli,10307.877545248868,-0.7986966437856858
Cantalupo in Sabina,3309.3199697621976,Cantalupo in Sabina,3746.821134992458,13.220273930226778
Cugnoli,2568.6080232677327,Cugnoli,2719.899377828054,5.890013314209443
Crecchio,5476.371348400984,Crecchio,7085.853355957767,29.389570304189235
Torricella in Sabina,2714.8430453054534,Torricella in Sabina,3270.637669683258,20.472440399046015
Ronciglione,19015.821404776547,Ronciglione,18379.11544117647,-3.348295874508712
Brittoli,1775.2734342968429,Brittoli,2182.827809200603,22.957273343370108
Manoppello,20049.18751281263,Manoppello,24372.399622926092,21.563028962398953
Alanno,10038.968557810578,Alanno,11468.419871794873,14.239025710187573
Casalincontrada,6134.282800328003,Casalincontrada,7646.839894419305,24.657439888660253
Canosa Sannita,3188.696609778597,Canosa Sannita,3680.990026395173,15.438703547615265
Fossa,2776.33547304223,Fossa,2774.415742835596,-0.06914619019474974
Vacri,4312.688781262813,Vacri,5137.038782051282,19.114525591783806
Ari,3399.7915257277573,Ari,4017.060463800905,18.15608202450047
Tarquinia,3077.352718839689,Tarquinia,2905.8487556561086,-5.573100611237232
Rocca Sinibalda,3492.6108036080363,Rocca Sinibalda,3791.7971342383107,8.566265967029604
Ocre,9166.264977962279,Ocre,10379.852884615384,13.239720972182651
San Pio delle Camere,1380.5566574415743,San Pio delle Camere,1465.964781297134,6.186499003513319
Montenero Sabino,1770.9419972324724,Montenero Sabino,1888.9858597285067,6.665597330714758
Stimigliano,4351.36617209922,Stimigliano,4677.829147812971,7.502539726649942
Forano,8065.396422714225,Forano,8694.327187028657,7.797890287738389
Poggio Catino,4456.789949774497,Poggio Catino,5130.50230015083,15.116538090614334
San Demetrio ne' Vestini,3360.741761480115,San Demetrio ne' Vestini,3829.614309954751,13.95146017610524
Capestrano,2867.8091815293155,Capestrano,3531.3773378582205,23.13850449335141
Pietranico,1849.5919690446904,Pietranico,2088.1821266968327,12.899610381384472
Salisano,2669.0126076260763,Salisano,3352.602545248869,25.612090990862875
San Vito Chietino,378.9019449569496,San Vito Chietino,543.9208521870286,43.551876528062756
Sant'Eusanio Forconese,1322.2434527470273,Sant'Eusanio Forconese,1547.9599547511311,17.070721850440364
Prata d'Ansidonia,1456.7859137966377,Prata d'Ansidonia,1543.5300716440422,5.954489058816756
Blera,12292.709960537108,Blera,13027.510143288086,5.977528023600031
Nepi,40133.92482831078,Nepi,53096.67801659126,32.29874288082697
Capranica,19746.94174097991,Capranica,22253.147888386124,12.691616657809856
Ponzano Romano,8978.81510096351,Ponzano Romano,9827.037085218702,9.44692562122335
Sant'Oreste,15920.486918306684,Sant'Oreste,19004.721474358976,19.372740117048714
Corvara,1473.568893501435,Corvara,1884.6770550527904,27.89880835326923
Villa San Giovanni in Tuscia,1902.3637889503896,Villa San Giovanni in Tuscia,1972.0299396681746,3.6620835153839146
Poggio Mirteto,17018.29343480935,Poggio Mirteto,18175.56930618401,6.800187549989929
Casacanditella,4301.303736162361,Casacanditella,5225.340516591252,21.48271401203859
Varco Sabino,693.5626793767938,Varco Sabino,589.7275829562594,-14.971263522113992
Frisa,5869.5755432554315,Frisa,7678.122888386125,30.81223389668859
Montopoli di Sabina,17893.328695161952,Montopoli di Sabina,20086.61721342383,12.257576863576562
Mompeo,1189.80641400164,Mompeo,1536.4741138763197,29.136479329334154
Castel Sant'Elia,9911.320085075851,Castel Sant'Elia,12588.087085218702,27.00716934945367
Barbarano Romano,8034.800994259942,Barbarano Romano,8684.371021870285,8.084456952628894
Roccamontepiano,5484.146691779417,Roccamontepiano,6635.2305429864255,20.989297258084857
Arielli,4207.760211664617,Arielli,5108.769570135747,21.41303955423556
Fagnano Alto,2599.8491056785565,Fagnano Alto,2877.1554487179487,10.666247607743978
Caporciano,958.7056811193112,Caporciano,1251.764894419306,30.568214945575523
Turrivalignani,1788.8137171996723,Turrivalignani,3290.992609351433,83.97626190520114
Serramonacesca,5146.372527162772,Serramonacesca,6360.564705882353,23.593165327830892
Pescorocchiano,6025.703618286182,Pescorocchiano,3684.695814479638,-38.8503642413194
Villa Sant'Angelo,751.1373385608856,Villa Sant'Angelo,857.1744909502263,14.11687942347517
Navelli,2894.55770807708,Navelli,3261.8601998491704,12.689416788864015
Poggio San Lorenzo,1177.7553941164415,Poggio San Lorenzo,1150.6340309200605,-2.302801017245828
Orsogna,7124.4862904879055,Orsogna,9539.43371040724,33.89644279537173
Filacciano,1926.0756841943416,Filacciano,2090.2571832579188,8.524145775312698
Lanciano,70327.00749538744,Lanciano,79222.34342006034,12.648534668926892
Fara Filiorum Petri,7370.999026240264,Fara Filiorum Petri,8598.175169683258,16.648708527491706
Faleria,7162.858510147603,Faleria,8843.049792609352,23.456993881443097
Rocca di Mezzo,10447.521602091021,Rocca di Mezzo,10956.040064102564,4.867359756497328
Scafa,5968.389055453054,Scafa,6053.782805429864,1.4307671497854078
Casaprota,1840.5696622591224,Casaprota,1862.0970588235293,1.169605095956221
Borgorose,10346.156198749488,Borgorose,12092.734445701357,16.881421596582634
Poggiofiorito,4813.025932759328,Poggiofiorito,5680.173378582202,18.016679276974827
Sutri,25310.70853833538,Sutri,28073.64769984917,10.91608777892988
Torre de' Passeri,3728.224054428045,Torre de' Passeri,4533.718721719457,21.605318122839716
Pescosansonesco,2432.6547765477653,Pescosansonesco,2541.4244720965307,4.471234332029756
Castiglione a Casauria,4458.525433066831,Castiglione a Casauria,4397.921116138763,-1.3592905959130344
San Valentino in Abruzzo Citeriore,2376.765426404264,San Valentino in Abruzzo Citeriore,2718.636972096531,14.383899306776518
Filetto,3659.5825645756454,Filetto,3941.30754147813,7.698281755672119
Lettomanoppello,2618.382969454695,Lettomanoppello,2903.3089743589744,10.881754435013697
Ascrea,982.0300840508405,Ascrea,947.8675150829562,-3.4787701031484604
Rocca di Cambio,1694.980998872489,Rocca di Cambio,2163.0702111613878,27.616192311316436
Mazzano Romano,11172.758110393605,Mazzano Romano,11990.642986425339,7.320348905351187
Bussi sul Tirino,4416.7768168306675,Bussi sul Tirino,4765.866666666667,7.903724012174439
Torrita Tiberina,5463.5094429069295,Torrita Tiberina,6013.097153092006,10.059243347672544
Bolognano,4406.899215867159,Bolognano,4780.299604072398,8.473086628820582
Vejano,9242.264401394015,Vejano,10611.691760935144,14.817011287131942
Nazzano,9552.144821135711,Nazzano,10407.668344645552,8.956350008605947
San Martino sulla Marrucina,3144.7279622796223,San Martino sulla Marrucina,3400.5125188536954,8.133757820776783
Castelnuovo di Farfa,2325.8207385198853,Castelnuovo di Farfa,2666.3300904977377,14.640395381225602
Calcata,2468.0515452029517,Calcata,2687.2274698340875,8.880524600757989
Fontecchio,1351.5653828413283,Fontecchio,1477.798378582202,9.339762422406858
Monteleone Sabino,2191.640093275933,Monteleone Sabino,1791.4007352941176,-18.262093270230398
Marcetelli,155.891233599836,Marcetelli,137.19321266968325,-11.99427350619953
Poggio Nativo,3773.3627383148832,Poggio Nativo,4806.111595022624,27.36945606159635
Tolfa,2698.8873001230013,Tolfa,3421.0193061840123,26.756656568360597
Rignano Flaminio,19903.552659901598,Rignano Flaminio,27872.978770739064,40.040219186059964
Collepietro,1389.038745387454,Collepietro,1616.4012820512821,16.368336550641608
Abbateggio,1571.8380996309963,Abbateggio,1703.8883484162895,8.401008272817235
Pretoro,6550.665949159492,Pretoro,8344.045060331826,27.37705028909985
Bassano Romano,12791.164347580976,Bassano Romano,15920.347586727,24.463630941758684
Frasso Sabino,746.0464329643296,Frasso Sabino,697.0570135746607,-6.5665375806456305
Castel di Tora,1215.1413617261173,Castel di Tora,1051.30116892911,-13.48322079698375
Rapino,6388.133725399755,Rapino,8261.471964555052,29.32528215097857
Tocco da Casauria,10422.415346965969,Tocco da Casauria,10079.91798642534,-3.2861611165815963
Tione degli Abruzzi,1685.383622898729,Tione degli Abruzzi,1803.425056561086,7.003831772100336
Castel Frentano,11165.746758405083,Castel Frentano,13012.40254524887,16.53857844710391
Roccamorice,2661.973554735547,Roccamorice,2580.646587481146,-3.0551380613726833
Fara in Sabina,29608.48919895449,Fara in Sabina,31642.067175716445,6.868226079004954
Poggio Moiano,4861.656134686346,Poggio Moiano,4069.010953996983,-16.30401572489045
Colle di Tora,1132.539257892579,Colle di Tora,1161.6029223227754,2.566239026828786
Guardiagrele,20811.509660721604,Guardiagrele,23959.846757164407,15.127865050485914
Civitella San Paolo,9743.446199774498,Civitella San Paolo,11186.416421568629,14.80964940133324
Acciano,2307.2797637351373,Acciano,2488.164423076923,7.83973674041854
Toffia,2324.0637171996723,Toffia,2934.29592760181,26.257120486241366
Allumiere,5496.114173329233,Allumiere,6484.514894419306,17.983627885433023
Caramanico Terme,6420.205668306683,Caramanico Terme,6700.534521116138,4.366353155838878
Monterosi,3990.279827798278,Monterosi,6867.409219457014,72.10344927729676
San Benedetto in Perillis,2370.3054530545305,San Benedetto in Perillis,2167.186349924585,-8.569321851248871
Scandriglia,7258.950376691266,Scandriglia,6794.588819758673,-6.397089563026544
Oriolo Romano,5863.47127408774,Oriolo Romano,6878.346116138763,17.308430358242365
Paganico Sabino,647.7914104141041,Paganico Sabino,686.3878959276018,5.958165683120846
Collegiove,417.7864775522755,Collegiove,325.17170060331824,-22.16796902847792
Fiano Romano,21440.859291717916,Fiano Romano,27036.36380090498,26.09738925598225
Collalto Sabino,381.56588253382535,Collalto Sabino,275.2065233785822,-27.874441616465685
Popoli,17395.96472683477,Popoli,20470.49668174962,17.673822654814437
Magliano Romano,3861.8112059245595,Magliano Romano,4865.999868024133,26.003049050119483
Nerola,8346.073762300122,Nerola,6008.544720965309,-28.00752914374681
Sant'Eusanio del Sangro,4196.222273472735,Sant'Eusanio del Sangro,4967.120248868779,18.37123786958167
Bracciano,6895.038630073801,Bracciano,6784.072907239819,-1.609356071625001
Secinaro,1040.5318009430096,Secinaro,1141.7305995475112,9.72568051382837
Salle,2008.1243337433377,Salle,2279.84649321267,13.531142215821657
Trevignano Romano,12013.801968019678,Trevignano Romano,15898.422605580692,32.334648497634134
Magliano de' Marsi,813.5635762607626,Magliano de' Marsi,795.3289215686275,-2.2413312523089846
Pennapiedimonte,3117.953900164002,Pennapiedimonte,3262.996907993967,4.651865052345254
Capena,2759.378715662157,Capena,2789.5634049773757,1.0938944025295
Pozzaglia Sabina,1019.6279469044691,Pozzaglia Sabina,989.2786953242837,-2.976502524506509
Carsoli,275.3716815293153,Carsoli,280.196455505279,1.7520951861021563
Ovindoli,798.8285029725298,Ovindoli,743.7595211161388,-6.893717694282716
Campagnano di Roma,1236.5908030955309,Campagnano di Roma,2053.489460784314,66.06054772879261
Casoli,1540.3498744362444,Casoli,1525.3422888386124,-0.9742971935596543
Morlupo,2119.0112366748667,Morlupo,2346.130015082956,10.718148845896735
Nespolo,293.8719249692497,Nespolo,246.79117647058823,-16.0208391814182
Montelibretti,1557.0157851578515,Montelibretti,1790.5370098039216,14.997999819404242
Massa d'Albe,591.7427224272242,Massa d'Albe,654.0642533936651,10.531862683635387
Molina Aterno,349.0473554735547,Molina Aterno,365.57944947209654,4.736347014035569
Canale Monterano,816.2688089380895,Canale Monterano,962.4088046757163,17.90341541136982
Corfinio,204.71969813448135,Corfinio,209.3209653092006,2.247593766818013
Orvinio,26.043216994669944,Orvinio,20.636689291101057,-20.759830495116628
Sante Marie,50.60530699056991,Sante Marie,36.351055806938156,-28.16750264213983
Roccacasale,12.182426199261993,Roccacasale,12.986783559577677,6.602604006453264
Montorio Romano,67.45254202542024,Montorio Romano,51.2362556561086,-24.041030748997358
Manziana,8.230281365313653,Manziana,9.093156108597285,10.484146349117529
Celano,4.2099349118491185,Celano,4.262122926093514,1.2396394561233897
