Comune,n_imprese,tot_ricavi,tot_dipendenti,failed,failed_ricavi,failed_dipendenti
Casperia,10,2017.0,51,0.7,0.42042637580565195,0.19607843137254902
Castel Castagna,1,0.0,0,1.0,0.0,0.0
Castel Frentano,24,30196.0,232,0.5416666666666666,0.1874089283348788,0.4353448275862069
Castel Giorgio,12,5339.0,91,0.3333333333333333,0.33583067990260346,0.25274725274725274
Castel Ritaldi,21,22698.0,104,0.38095238095238093,0.20059036038417483,0.11538461538461539
Castel Sant'Angelo,6,2351.0,18,0.6666666666666666,0.06380263717566993,0.1111111111111111
Castel Sant'Elia,25,42348.0,263,0.36,0.13389062057240012,0.1444866920152091
Castel Viscardo,21,10524.0,85,0.42857142857142855,0.1920372481946028,0.4
Castel del Monte,1,72.0,4,1.0,1.0,1.0
Castel di Lama,55,27648.0,229,0.4,0.29463252314814814,0.2838427947598253
Castel di Tora,2,280.0,4,1.0,1.0,1.0
Castelbellino,29,84466.0,315,0.27586206896551724,0.026851040655411645,0.13333333333333333
Castelfidardo,354,756974.0,3797,0.2853107344632768,0.04160776988377408,0.057940479325783514
Castellalto,131,641704.0,2943,0.3435114503816794,0.06626419657661477,0.10567448182127082
Castelleone di Suasa,21,17707.0,154,0.14285714285714285,0.009035974473372113,0.01948051948051948
Castelli,9,5224.0,88,0.1111111111111111,0.0,0.0
Castelnuovo di Farfa,1,17.0,4,1.0,1.0,1.0
Castelplanio,51,55248.0,430,0.27450980392156865,0.028236316246741965,0.05581395348837209
Castelraimondo,36,37483.0,130,0.3611111111111111,0.07939599285009204,0.2
Castelsantangelo sul Nera,1,8961.0,21,0.0,0.0,0.0
Castiglione Messer Raimondo,32,49880.0,515,0.5625,0.4401363271852446,0.46601941747572817
Castiglione a Casauria,12,82742.0,394,0.5833333333333334,0.9959875274951052,0.9923857868020305
Castiglione del Lago,164,805850.0,3407,0.3780487804878049,0.01802444623689272,0.06926915174640447
Castiglione in Teverina,14,5920.0,57,0.35714285714285715,0.3141891891891892,0.6842105263157895
Castignano,23,57927.0,264,0.21739130434782608,0.31551780689488496,0.5075757575757576
Castilenti,23,97039.0,376,0.4782608695652174,0.036809942394295074,0.1356382978723404
Castorano,17,3816.0,33,0.47058823529411764,0.17348008385744235,0.36363636363636365
Catignano,5,7022.0,29,0.6,0.2339789233836514,0.5862068965517241
Celano,100,154194.0,667,0.39,0.10286392466632943,0.11094452773613193
Celleno,11,7185.0,169,0.2727272727272727,0.016423103688239387,0.023668639053254437
Cellino Attanasio,27,50685.0,196,0.4444444444444444,0.13958764920587946,0.2653061224489796
Cepagatti,148,223406.0,1548,0.3918918918918919,0.19611380177792898,0.18281653746770027
Cermignano,3,2373.0,15,0.3333333333333333,0.0012642225031605564,0.0
Cerreto d'Esi,44,137463.0,720,0.2727272727272727,0.1881233495558805,0.29305555555555557
Cerreto di Spoleto,5,10169.0,34,0.4,0.7425508899596814,0.5294117647058824
Chiaravalle,126,76935.0,410,0.3888888888888889,0.24282836160395138,0.35365853658536583
Chieti,845,1786743.0,12654,0.41301775147928993,0.18471766784590732,0.17219851430377747
Cingoli,109,127057.0,533,0.3577981651376147,0.22256939798673037,0.2570356472795497
Citerna,42,164019.0,305,0.2619047619047619,0.027240746498881228,0.09508196721311475
Cittaducale,93,240341.0,1407,0.3870967741935484,0.06194531935874445,0.15209665955934612
Cittareale,1,0.0,0,1.0,0.0,0.0
Città della Pieve,74,98855.0,459,0.3108108108108108,0.25507055788781546,0.3638344226579521
Città di Castello,619,1422159.0,6069,0.3247172859450727,0.05563512940536185,0.12753336628769155
Civita Castellana,259,273974.0,1869,0.3552123552123552,0.14618540445443728,0.19047619047619047
Civitanova Marche,987,1329002.0,7206,0.3708206686930091,0.1383338776013881,0.1729114626699972
Civitaquana,3,2733.0,35,1.0,1.0,1.0
Civitella Casanova,10,2076.0,50,0.5,0.5626204238921002,0.74
Civitella d'Agliano,12,14717.0,41,0.4166666666666667,0.1248216348440579,0.34146341463414637
Civitella del Tronto,76,111320.0,446,0.40789473684210525,0.07665289256198347,0.21748878923766815
Collazzone,59,48634.0,384,0.4745762711864407,0.4954558539293498,0.53125
Colle di Tora,1,113.0,2,1.0,1.0,1.0
Collecorvino,62,107522.0,427,0.3548387096774194,0.11414408214132922,0.2107728337236534
Colledara,16,7713.0,128,0.3125,0.21911059250615844,0.2890625
Collepietro,1,40.0,1,1.0,1.0,1.0
Collevecchio,14,2571.0,35,0.5714285714285714,0.12718786464410736,0.22857142857142856
Colli del Tronto,35,30930.0,193,0.2571428571428571,0.09531199482702878,0.27461139896373055
Colmurano,18,8423.0,57,0.5,0.17262258102813724,0.3157894736842105
Colonnella,114,137631.0,745,0.38596491228070173,0.05696391074685209,0.1087248322147651
Comunanza,68,97013.0,550,0.29411764705882354,0.019615927762258668,0.04
Concerviano,2,315.0,13,1.0,1.0,1.0
Configni,5,1726.0,7,0.0,0.0,0.0
Contigliano,26,7077.0,78,0.6538461538461539,0.8266214497668504,0.7692307692307693
Controguerra,38,69720.0,284,0.5263157894736842,0.6361589213998853,0.6619718309859155
Corchiano,26,39318.0,330,0.34615384615384615,0.025077572613052546,0.00909090909090909
Corciano,379,1180718.0,5270,0.39313984168865435,0.04985779839047088,0.10227703984819735
Corfinio,6,687.0,23,0.3333333333333333,0.10334788937409024,0.043478260869565216
Corinaldo,70,78462.0,431,0.32857142857142857,0.17472152124595344,0.12993039443155452
Corridonia,353,539533.0,2672,0.311614730878187,0.24528620121475425,0.15194610778443113
Corropoli,140,620599.0,1993,0.32142857142857145,0.03685632751583551,0.10888108379327646
Corvara,3,68.0,5,0.0,0.0,0.0
Cossignano,4,301.0,2,0.5,0.0,0.0
Costacciaro,5,7295.0,32,0.2,0.010829335161069226,0.0
Cottanello,1,75.0,1,1.0,1.0,1.0
Crecchio,16,25636.0,90,0.25,0.02145420502418474,0.06666666666666667
Crognaleto,21,24342.0,110,0.42857142857142855,0.4091693369484841,0.5
Cugnoli,11,9538.0,51,0.45454545454545453,0.26819039630949887,0.8235294117647058
Cupra Marittima,63,59580.0,267,0.3968253968253968,0.07846592816381336,0.2546816479400749
Cupramontana,36,47918.0,259,0.19444444444444445,0.0063650402771401144,0.011583011583011582
