Comune,CRATER,PHONE_BEFORE,PHONE_AFTER,PCGH,MPE,MPE_INIT,MPE_END,DISTANCE FROM EPICENTER,AGRICOLTURE,OTHER SERV,PUBLIC ADMIN,REAL ESTATE,ENTERTAINMENT,HOSPITALITY,FINANCE,MANUFACTURING,TECH SERVICES,WHOLE/RETAIL SALES,CONSTRUCTIONS,MINING,WASTE MGMT,UTILITIES,EDUCATION,BUSINESS SUPPORT SERVICES,EXTRA,HEALTHCARE,COMMUNICATION AND INFORMATION SERV.,LOGISTICS,ABRUZZO,LAZIO,MARCHE,UMBRIA,ALT_MIN,ALT_MEAN,ALT_MED
Mondolfo,0.0,12628.986357500964,13615.64148960217,0.0781262331093726,-14.771368276524177,-1.8964207150669123,-18.81436149930334,97.14664570931204,0.0001774549412328,0.0,0.0,0.01432061375749,0.0,0.0396789248596627,0.0,0.4710245656790313,0.0027564667538167,0.3735603967892485,0.0780032770012481,0.0,0.0103515382385822,0.0,0.0,0.0019165133653146,0.0,0.0075891563200577,0.0006210922943149,0.0,0,0,1,0,0,44.87974,32
Monsampietro Morico,1.0,947.8305630543772,873.0254294755877,-0.0789224746432847,-3.3353508196388653,8.837160597050186,-7.157764924780678,36.49010955314086,0.0,0.0,0.0,0.0323692307692307,0.0,0.0,0.0,0.9339076923076924,0.0,0.0,0.0337230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,112,260.7,255
Monsampolo del Tronto,0.0,3229.764394523718,4175.596518987341,0.292848644336827,14.399149172059822,4.378578801647055,17.545810383888067,50.02090063783437,0.0,0.0,0.0,0.0448719161414038,0.0,0.0002966695617029,0.0014265936314934,0.03198097875158,0.0027327996147595,0.8968449837046719,0.0165197650721036,0.0,0.0,0.0,0.0,0.0020259521373107,0.0,0.0011307839815634,0.0,0.0021695574034104,0,0,1,0,16,87.36683,92
Monsano,0.0,4178.217084458157,5003.411799276673,0.1974992438492529,-10.511993474324798,1.8114677853516368,-14.38180887483225,76.98577692090055,0.0,0.0,0.0,0.0149688281274723,0.0,0.0055302382986803,0.0001740561410171,0.749280040507611,0.002958954397291,0.0691161112693439,0.0578974018165131,0.0,0.0566157156872052,0.0,0.0,0.0107044526725529,0.0,0.0,0.0062818443621633,0.0264723567201493,0,0,1,0,32,86.38644,75
Montalto delle Marche,1.0,2008.6216158889315,1929.61875,-0.039331880760413,-8.875944716228028,-7.001274899202308,-9.464628850979242,38.23299405607376,0.3128165507768907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4264743754828741,0.191346896729333,0.0,0.0,0.0,0.0,0.0089278049617992,0.0,0.0604343720491029,0.0,0.0,0,0,1,0,128,300.5808,292
Montappone,1.0,1096.6718665638257,1409.7768648282097,0.2855047237105005,-3.1653127982879683,10.621144792568764,-7.49453855551172,36.63740726364926,0.1725298823238719,0.0,0.0,0.0059919078358093,0.0,0.0,0.0,0.7799054884640331,0.0,0.0096982425796089,0.0318744787966766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,136,233.6461,230
Montasola,0.0,670.3644234477439,849.7407775768536,0.2675803605545789,-20.4637563522513,-4.0262263285492255,-25.62547232568199,57.78245878382945,0.0,0.0,0.0,0.0,0.0,0.6035714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3964285714285714,0.0,0.0,0,1,0,0,271,575.931,500
Monte Castello di Vibio,0.0,1610.9349112996529,1681.7903028933092,0.0439840189052035,-9.476098881558528,-1.743898583612454,-11.904165734067602,63.6941123746421,0.4167416741674167,0.0,0.0,0.0099009900990099,0.0,0.081008100810081,0.0,0.2997299729972997,0.0,0.0,0.1926192619261926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,142,342.5952,336
Monte Giberto,0.0,1579.4859332819128,2248.230006781194,0.4233934974715099,132.002329894866,50.67790482386725,157.5398396857985,43.10811308594607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6548182834033949,0.0,0.0,0.1004097270260203,0.0,0.2443995104560208,0.0,0.0,0.0,0.0,0.0,0.0,0.0003724791145639,0,0,1,0,72,178.7953,177
Monte Porzio,0.0,4159.388256845353,4750.996315551537,0.1422343917359817,-2.934991940568209,5.092132201248909,-5.455670828684801,92.17635880282702,0.0,0.0,0.0,0.0610588624394711,0.0,0.0003052943121973,0.0004749022634181,0.3414208058073762,0.0,0.5053892926500394,0.0476343931003485,0.0,0.0053511308610147,0.0,0.0,0.0018741678609893,0.0,0.0,0.0172236874464674,0.0192674632586775,0,0,1,0,37,115.1647,107
Monte Rinaldo,1.0,503.12873119938297,461.396304249548,-0.0829458235278101,-6.563141798571818,-6.695876014938738,-6.521460577375321,36.62722860407689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8717703349282296,0.0,0.0,0.1282296650717703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,218,328.2864,325
Monte Roberto,0.0,4063.0890185113767,4245.745829566004,0.0449551585560751,-9.579661341122948,3.746279828843304,-13.764275653542644,67.32255495094746,0.0,0.0,0.0,0.0045424960676899,0.0,0.0019051364104789,0.0,0.5067188262732548,0.0058035472148397,0.4228521451429191,0.0230311330476758,0.0,0.0,0.0,0.0,0.0350856972392471,0.0,0.0,6.1018603894342896e-05,0.0,0,0,1,0,73,137.9167,104
