Comune,AGRICOLTURE,OTHER SERV,PUBLIC ADMIN,REAL ESTATE,ENTERTAINMENT,HOSPITALITY,FINANCE,MANUFACTURING,TECH SERVICES,WHOLE/RETAIL SALES,CONSTRUCTIONS,MINING,WASTE MGMT,UTILITIES,EDUCATION,BUSINESS SUPPORT SERVICES,EXTRA,HEALTHCARE,COMMUNICATION AND INFORMATION SERV.,LOGISTICS
Castel Frentano,0.0,0.032057226122665254,0.0,0.0,0.0,0.015531858524307855,0.0,0.0037091005431182937,0.0,0.7492051927407604,0.014074711882368526,0.0,0.0,0.001987018148099086,0.0,0.06017353291826732,0.0,0.05100013246787654,0.0,0.07226122665253676
Castel Giorgio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08990447649372542,0.0,0.10395205094587001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0043079228319910096,0.486046076044203
Castel Ritaldi,0.005991717331923518,0.0,0.0,0.17362763239051898,0.0,0.0047140717243810025,0.0,0.30271389549740063,0.0,0.42113842629306547,0.04749317120451141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025112344699973568,0.0418098510882016
Castel Sant'Angelo,0.0,0.0,0.0,0.0,0.0,0.06252658443215653,0.0,0.8490004253509145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08847299021692896,0.0,0.0
Castel Sant'Elia,0.0,0.0,0.0,0.0,0.0,0.0,0.0009917823746103712,0.6498772078964768,0.0,0.11847076603381505,0.021394162652309437,0.023141588740908662,0.09013412675923302,0.0,0.0,0.019882875224331728,0.0,0.0,0.0,0.07610749031831492
Castel Viscardo,0.035442797415431396,0.0,0.0,0.0,0.0,0.0,0.0,0.7736602052451539,0.0004751045229950589,0.06984036488027366,0.01539338654503991,0.0008551881413911061,0.0,0.0,0.0,0.0010452299505891297,0.0,0.044659825161535535,0.0,0.05862789813759027
Castel del Monte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Castel di Lama,0.0,0.0,0.0,0.014322916666666666,0.0003616898148148148,0.05088975694444445,0.0,0.2799117476851852,0.025245949074074073,0.32588252314814814,0.18431712962962962,0.0,0.0,0.01175491898148148,0.00014467592592592592,0.0,0.0,0.008355034722222222,0.00875289351851852,0.0900607638888889
Castel di Tora,0.0,0.0,0.0,0.0,0.0,0.0,0.4642857142857143,0.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Castelbellino,0.0,0.0,0.0,0.041152653138540954,0.0,0.0035517249544195295,0.0,0.8432386995951033,0.0010063220704188667,0.10637416238486491,0.002438851135368077,0.0002959770795349608,0.0,0.0,0.0014680463144934057,0.0,0.0,0.0004735633272559373,0.0,0.0
Castelfidardo,0.0001096470948804054,0.0,0.0,0.011588244774589352,0.0006578825692824324,0.0056078544309315775,2.6420986718169976e-06,0.7030399987317927,0.0034175546319952866,0.1946235934127196,0.053548734831051,0.0,0.017657145423752997,0.0001162523415599479,0.0,0.006182510892051775,0.0,0.001188944402317649,0.0015363803776615842,0.0007226139867419489
Castellalto,0.0018653460162317828,0.0,0.0,0.0010440950968047572,0.0,0.0006186653036290876,0.0,0.8889612656302595,0.0007199581115280566,0.04177938738109783,0.007233864834877139,0.0,0.035697143854487426,0.0,2.181691247054717e-05,6.856743919314825e-05,0.0,6.233403563013477e-06,0.0026102377420118934,0.019373418273845887
Castelleone di Suasa,0.0,0.0,0.0,0.0025978426610944825,0.0,0.005082735641271813,0.0,0.9298582481504489,0.0,0.025696052408651946,0.01575648048794262,0.0,0.0,0.021008640650590164,0.0,0.0,0.0,0.0,0.0,0.0
Castelli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27775650842266464,0.0,0.008996937212863706,0.6378254211332313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07542113323124043
Castelnuovo di Farfa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Castelplanio,0.39619533738777873,0.0,0.0,0.015692875760208513,0.011674630755864465,0.006968578048074138,0.0,0.4462604981175789,0.0036562409498986388,0.06745945554590212,0.030046336518969013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022046046915725457,0.0
Castelraimondo,0.0,0.0,0.0,0.005282394685590801,0.0,0.0,0.0,0.2521676493343649,0.00042686017661339805,0.6154256596323667,0.10570125123389269,0.0,0.0,0.006643011498546007,0.01435317343862551,0.0,0.0,0.0,0.0,0.0
Castelsantangelo sul Nera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Castiglione Messer Raimondo,4.0096230954290296e-05,0.005653568564554932,0.0,0.00036086607858861267,0.0,0.057798716920609464,0.43101443464314354,0.34777465918203687,0.0,0.04528869286287089,0.05098235765838011,0.005994386527666399,0.0,0.0,0.0,0.0011026463512429831,0.0,0.00876102646351243,0.0,0.045228548516439454
Castiglione a Casauria,0.0,0.0,0.0,0.00010877184501220662,0.0,0.0,0.0,0.9877208672741775,0.003359841434821493,0.005257305842256654,0.0,0.0,0.0020062362524473666,0.0,0.0,0.0,0.0,0.0015469773512847163,0.0,0.0
Castiglione del Lago,0.006143823292175964,0.0,0.0,0.0017410188000248185,0.0,0.004749022770987156,0.0002804492151144754,0.06637339455233604,0.0005435254700006205,0.8783235093379661,0.01872308742321772,0.0,0.0,0.0050294719861016315,0.0,0.00232921759632686,0.0,0.00043308307997766334,0.00260346218278836,0.012726934292982566
Castiglione in Teverina,0.016891891891891893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006756756756756757,0.6180743243243243,0.3640202702702703,0.0,0.0,0.0,0.00033783783783783786,0.0,0.0,0.0,0.0,0.0
Castignano,0.08921573704835396,0.0,0.0,0.022908143007578503,0.0,0.0,0.30642014949850677,0.4413831201339617,0.0036597786869680803,0.0,0.12229185008717869,0.0,0.0,0.0001898941771540042,0.0,0.0,0.0,0.0,0.0,0.013931327360298307
Castilenti,0.0008965467492451489,0.0,0.0,0.0,0.0,0.0016385164727583754,0.0,0.7955255103618133,0.0,0.003833510238151671,0.050618823359680126,0.0,0.0,0.0,0.0,0.0,0.0,0.00025762837621987034,0.0,0.1472294644421315
Castorano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029874213836477988,0.0,0.004979035639412998,0.35639412997903563,0.0,0.0,0.004454926624737945,0.0,0.0,0.0,0.049528301886792456,0.0,0.554769392033543
Catignano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7660210766163487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009968669894616917,0.2329820563941897
Celano,0.3320362660025682,0.0032750950101819785,0.0,0.004598103687562421,0.0,0.0044813676277935584,0.0,0.02657690960737772,0.015013554353606495,0.5029313721675293,0.05689585846401287,0.0,0.016822963280023865,0.004695383737369807,0.001037653864612112,0.003048108227298079,0.0,0.0,0.00129706733076514,0.027290296639298547
Celleno,0.0,0.0,0.0,0.0,0.0,0.016423103688239387,0.0,0.054279749478079335,0.0,0.32762700069589423,0.03813500347947112,0.0,0.0,0.0,0.0,0.0,0.0,0.563535142658316,0.0,0.0
Cellino Attanasio,0.0035710762553023577,0.0,0.0,0.0012035118871460985,0.0,0.0,0.0,0.7675249087501234,0.0,0.057275328006313506,0.0,0.0,0.09801716484166913,0.06861990727039557,0.0,0.0026437802111078227,0.0,0.0,0.0,0.001144322777942192
Cepagatti,0.004382156253636876,0.0,0.0,0.003025881131214023,0.00021485546493827382,0.010474203915740849,0.0002954262642901265,0.25647923511454485,0.040576349784696916,0.2797597199717107,0.04050025514086462,0.0088538356176647,0.13086935892500648,0.0,0.0,0.016508061556090706,0.0,0.00044313939643518974,0.07046364018871472,0.137153881274451
Cermignano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cerreto d'Esi,0.0,0.0,0.0,0.022595171064213642,0.0,0.0010111811905749184,0.0,0.8753555502207867,0.001847769945367117,0.0605981245862523,0.01959800091661029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01899420207619505,0.0
Cerreto di Spoleto,0.0,0.0,0.0,0.0,0.0,0.7425508899596814,0.0,0.2574491100403186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chiaravalle,0.0,0.0,0.0,0.024969129784883342,0.0,0.012894001429778385,0.0,0.11170468577370507,0.016208487684408916,0.5811009293559498,0.03808409696497043,0.14121011243257295,0.0,0.017027360759082344,0.0,0.0028205628127640214,0.0,0.005875089361149022,0.03657633066874635,0.011529212971989342
Chieti,0.00010465970763562527,0.0017238069492926515,0.0,0.004467346451056476,0.0021491619108064226,0.06302417303439835,0.11845352129545211,0.3903818288360441,0.018363021430614253,0.16572165107125086,0.09045341159864626,0.0,0.012032508312611271,0.0009133938120927296,0.0011714051769056882,0.046214816568471234,0.0,0.00935501076539827,0.010390414290135739,0.06507986878918792
Cingoli,0.3759178951179392,0.0,0.0,0.012333047372439142,0.0,0.007516311576693925,0.007288067560228873,0.18698694286816153,0.005068591262189411,0.2783632542874458,0.05717119088283212,0.011994616589404756,0.0,0.0,0.0,0.0,0.0,0.0,0.006280645694452096,0.05107943678821317
Citerna,0.05762137313360038,0.0,0.0,0.0009815935958638938,0.0,0.0015059230942756632,0.000841365939311909,0.8129119187411215,0.0016095696230314781,0.08117961943433383,0.030978118388723257,0.0012620489089678634,0.0,0.0,0.0,0.00831610971899597,0.0,0.0,0.002792359421774307,0.0
Cittaducale,0.0004909690814301347,0.0,0.0,0.0008030257009831864,0.0,0.0016851057455864792,0.0,0.863481470077931,0.004751582127061134,0.05934068677420831,0.04575166118140475,0.0,0.0014021744105250458,0.0,0.0,0.0037696439642008646,0.0,0.007826380018390536,0.00013730491260334276,0.01055999600567527
Cittareale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Città della Pieve,0.01415204086793789,0.0,0.0,0.009326791765717464,0.0038136664812098526,0.013130342420717213,0.19529614081230084,0.18323807596985484,0.002751504729148753,0.4126245511102119,0.1036164078701128,0.0,0.0021142076779120935,0.0,0.0,0.056072024682615955,0.0,0.001679227150877548,0.0008901927064893025,0.001294825754893531
Città di Castello,0.0759774399346346,0.0,0.0,0.009477140038490773,0.0016517140488510778,0.008681167155008688,0.0017881263628047215,0.39832325358838216,0.004681614362388453,0.4133433744046903,0.02687041322383784,2.0391531467297256e-05,0.018400192946077056,5.7658813114426724e-05,0.0024216701508059223,0.008158722055691382,0.0,0.004408086578223672,0.002689572684910759,0.02304946212062083
Civita Castellana,0.008380357260177973,0.0,0.0,0.01195733901757101,0.0,0.0028104856665231008,0.0008759955324227846,0.5802630906582377,0.027608459196858098,0.20444640732332264,0.03232058516501566,0.004971274646499303,0.0840408213918109,0.0,0.00028834852942249994,0.013136283004956674,0.0,0.010453546686911896,0.003011234642703322,0.015435771277566485
Civitanova Marche,0.002208424065577027,0.0,0.0,0.014440158856043859,0.000284423951205491,0.018750912338732374,0.023985667440681053,0.37234255478923284,0.026428854132649914,0.3409167179582875,0.03313087564954755,0.0,0.0020474009820903205,0.0054966057236934185,0.004367186806340397,0.006598936645693536,0.0,0.03854696983149762,0.010133920039247495,0.10032039078947963
Civitaquana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9275521405049396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07244785949506037,0.0
Civitella Casanova,0.0,0.0,0.0,0.0,0.0,0.40221579961464354,0.0,0.09441233140655106,0.0,0.06599229287090559,0.4320809248554913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052986512524084775,0.0
Civitella d'Agliano,0.004824352789291296,0.0,0.0,0.004484609635115853,0.0,0.045457634028674324,0.0,0.0,0.0,0.8954950057756336,0.030644832506624992,0.0,0.0,0.0,0.0,0.0,0.0,0.013793572059523,0.005299993205136916,0.0
Civitella del Tronto,0.0004940711462450593,0.0,0.0,0.006261228889687388,0.0,0.019699964067553002,0.0,0.8967840459935321,2.6949335249730506e-05,0.026778656126482215,0.033767517067912325,0.0,0.002542220625224578,0.0,0.0,0.00021559468199784405,0.0,0.0,0.0,0.013429752066115703
Collazzone,0.10474153884113994,0.0,0.0,0.004359090348315993,0.0,0.004605831311428219,0.0,0.4515154007484476,0.005325492453838878,0.13307562610519388,0.220524735781552,0.0,0.004379652095242012,0.0,0.0,0.0001850557223341695,0.0,0.022700168606324792,0.0,0.0485874079861825
Colle di Tora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collecorvino,0.03993601309499451,0.0,0.0,0.00017670802254422352,0.0,0.00190658655902978,0.0,0.7293949145291196,0.0,0.09867747995759008,0.07570543702684102,0.0,0.014359851937277953,0.0,0.0007068320901768941,0.002641319915924183,0.0,0.0,0.0006324287122635368,0.0358624281542382
Colledara,0.04524828212109425,0.0,0.0,0.0,0.0,0.00038895371450797355,0.0,0.4301828082458187,0.0,0.1571373006612213,0.2694152729158564,0.0,0.0,0.0,0.0,0.09762738234150137,0.0,0.0,0.0,0.0
Collepietro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collevecchio,0.0,0.0,0.0,0.0,0.0,0.1427460132244263,0.0,0.0,0.0,0.049397121742512644,0.31699727732399846,0.0,0.0,0.0,0.0,0.0,0.0,0.033061065733177755,0.0,0.4577985219758849
Colli del Tronto,0.0,0.0,0.0,0.008923375363724539,0.0,0.0745554477853217,0.0,0.5903976721629486,0.0,0.16340122858066602,0.10656320724215972,0.0,0.0,0.0,0.0,0.04914322664080181,0.0,0.0,0.0,0.007015842224377627
Colmurano,0.0,0.0,0.0,0.0,0.0,0.01246586726819423,0.0,0.1983853733824053,0.0,0.7326368277335866,0.005461237088923186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05105069452689066
Colonnella,0.019443294025328597,0.0,0.0,0.005282240192979779,0.0008137701535264584,0.0060960103465062376,0.0018745776750877345,0.4668788281709789,0.0021361466530069534,0.43490202062035443,0.021078100137323714,0.0,0.008595447246623217,0.0,0.0,0.0023904498259839715,0.0,0.0,0.006844388255552891,0.023664726696747098
Comunanza,0.0,0.0,0.0,0.002051271479080123,0.0,0.0030099058889014874,0.0,0.7733293476132065,0.001896653025883129,0.08618432581200458,0.04181913764134704,0.023636007545380516,0.0,0.006566130312432354,0.0,0.006968138290744539,0.0,0.0033603743828146742,0.0,0.051178708008205086
Concerviano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.780952380952381,0.0,0.0
Configni,0.041135573580533026,0.0,0.0,0.0,0.0,0.0,0.0,0.06431054461181923,0.0,0.7670915411355735,0.12746234067207415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Contigliano,0.010880316518298714,0.0,0.0,0.0,0.0,0.08746644058216758,0.0,0.020488907729263813,0.0,0.3182139324572559,0.039423484527342095,0.0,0.0,0.0,0.0,0.009325985587113183,0.0,0.2868447082096934,0.0,0.22735622438886535
Controguerra,0.002008032128514056,0.0,0.0,0.0018502581755593804,0.0,0.0007314974182444062,0.0,0.7861589213998853,0.030880665519219735,0.06351118760757316,0.00022948938611589215,0.0,0.0,0.008189902467010901,0.0,0.01593516924842226,0.0,0.0,0.0,0.09050487664945496
Corchiano,0.0,0.0,0.0,0.0007884429523373519,0.0,0.0003560710107329976,0.0,0.8983417264357292,0.0028740017294877664,0.09003509842820083,0.007604659443511877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corciano,0.06225364566306264,0.0,0.0,0.005699074630860205,0.0,0.00507657205192095,0.0018979976590515263,0.5272503679964226,0.010630819552170798,0.1494895478852698,0.020154685538799275,0.00274324605875408,0.0,0.0010527492593489724,0.0008740444373677712,0.01897235410995682,0.0,0.0016938845685421922,0.015903035271758372,0.17630797531671408
Corfinio,0.06986899563318777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039301310043668124,0.5007278020378457,0.0,0.0,0.11353711790393013,0.0,0.0,0.0,0.0,0.2765647743813683,0.0
Corinaldo,0.010731309423670057,0.0,0.0,0.008118579694629247,0.0,0.016581275012107773,0.09758864163544136,0.4786903214294818,0.005148989319670669,0.2508475440340547,0.03668017639111927,0.006181336188218501,0.08904947617955189,0.0,0.0,0.00038235069205475264,0.0,0.0,0.0,0.0
Corridonia,0.021444471422507983,0.0,0.0,0.012397758802519957,0.0009378481019696663,0.002572595188802168,0.0004114669538285888,0.25058522833635755,0.12280064426087005,0.3682981393167795,0.09473748593691211,0.0004652171414908819,0.0039701000680217894,0.0034900552885551023,0.0022538009723223605,0.029312386823419512,0.0,0.0008562960931027388,0.006212780311862296,0.07925372498067773
Corropoli,0.00013051906303426206,0.0,0.0,0.0014228189217191777,7.734462994622937e-05,0.0028295243788662243,0.0,0.21135709209972944,0.00019497292132278652,0.7566093403308739,0.014199184980961942,0.0,0.01023205000330326,0.0001482438740636063,0.001500163551665407,0.000504351441107704,0.0,0.000504351441107704,8.379001577508181e-05,0.0002062523465232783
Corvara,0.0,0.17647058823529413,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cossignano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1760797342192691,0.0,0.0,0.8239202657807309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costacciaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8855380397532556,0.0,0.0,0.10363262508567513,0.0,0.0,0.0,0.0,0.010829335161069226,0.0,0.0,0.0,0.0
Cottanello,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crecchio,0.004290841004836948,0.0,0.0,0.0,0.0,0.013418630051490093,0.0,0.7207832735216102,0.04146512716492433,0.07567483226712436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1400764549851771,0.004290841004836948,0.0
Crognaleto,0.0013556815380823268,0.0,0.0,0.0,0.0,0.004313532166625585,0.0,0.005422726152329307,0.025881192999753513,0.0,0.9630268671432093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cugnoli,0.6225623820507444,0.0,0.0,0.0006290626965820927,0.0,0.0,0.0,0.10924722163975677,0.0,0.054309079471587335,0.21136506605158314,0.0,0.0,0.0,0.001887188089746278,0.0,0.0,0.0,0.0,0.0
Cupra Marittima,0.0003356831151393085,0.0,0.0,0.01144679422625042,0.0,0.017472306143001007,0.0,0.03716012084592145,0.0010406176569318563,0.8040953340046996,0.0874286673380329,0.0,0.0,0.0,0.0,0.010221550855991943,0.0,0.02321248741188318,1.6784155756965425e-05,0.007569654246391407
Cupramontana,0.0029216578321298887,0.0,0.0,0.0013773529780040903,2.0868984515213488e-05,0.009662339830543846,0.0,0.46978171042197087,0.0,0.1347719019992487,0.36769063817354647,0.0,0.0,0.0,0.0,0.013773529780040903,0.0,0.0,0.0,0.0
Deruta,0.03819114573437203,0.0,0.0,0.011166488840819071,0.0,0.011298031248629766,0.0,0.15871322293514958,0.03686110583317499,0.462941580555109,0.11758429675967202,0.0,0.08889343603385025,0.0,0.011020330609918298,0.01973136117160438,0.0,0.0002484689925313144,0.010874172379017524,0.0324763589061518
Elice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13749972129941362,0.0,0.6471650576352813,0.21048583086218814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004849390203116987
Esanatoglia,0.005191869264517117,0.0,0.0,0.0039657451577676875,0.015537291415215433,0.021667911948962584,0.0,0.8535548020001149,0.0,0.03845048566009541,0.009119298043948886,0.0027396210510182576,0.0,0.002854570186026017,0.0,0.001839186160124145,0.0,0.0,0.00367837232024829,0.041400846791961224
Fabriano,0.0023070359738237905,0.0,0.0,0.003182945166918361,5.7659702799864466e-05,0.006516842140043108,0.0003576197297250021,0.32445762627312946,0.4614454186126816,0.08915291417968707,0.025253654102682214,0.0,0.005614370611950848,0.00015095180620638675,0.0007774341950543524,0.04225678781035011,0.0,0.003298912434347302,0.015410041469635687,0.01975978579096479
Fabrica di Roma,0.0,0.0,0.0,0.0017695381622584462,0.0,0.04436736081000316,0.0,0.7268172922550479,0.0,0.1601900788674956,0.010306680885472208,0.0,0.026443462669776055,0.0,0.0,0.01097465224473533,0.0,0.008273469818241478,0.0014062554931855203,0.00945120879378435
Fabro,0.0017045067157564601,0.0,0.0,0.010329310697484148,0.0,0.003715824640349083,0.0,0.15487148019363195,0.0010567941637690053,0.7722438126406218,0.02430626576668712,0.0,0.0,0.0,0.0,0.024953978318674574,0.0,0.0,0.0068180268630258405,0.0
Fagnano Alto,0.0,0.0,0.0,0.0,0.0,0.00797972211791213,0.0,0.0,0.0,0.0,0.990142696207285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001877581674802854,0.0
Falconara Marittima,0.014691427367829812,0.0,0.0,0.007268921575510777,0.0011189707224601559,0.003949308432212315,0.0,0.5187175279084463,0.012117794706171452,0.23863037983570876,0.0700168503826441,0.0,0.00798418521378923,0.0,0.0,0.004342045215193428,0.0,0.004594362142806993,0.005419328793091343,0.11114889770413537
Faleria,0.0,0.0,0.0,0.017006802721088437,0.0,0.0,0.0,0.009070294784580499,0.0,0.17687074829931973,0.4914965986394558,0.0,0.0,0.0,0.0,0.006235827664399093,0.0,0.0963718820861678,0.1235827664399093,0.07936507936507936
Falerone,0.0004952091394877465,0.0,0.0,0.005608531416989128,0.0,0.0,0.0,0.6127810023954302,0.0,0.23244886677722498,0.12722268288188687,0.0,0.0,0.0003800442233278054,0.0,0.0,0.0,0.004065321540445918,0.016998341625207296,0.0
Fano,0.01133351603954949,0.0,0.0,0.021888339534220504,0.00040906640831603184,0.014934210592847962,0.04015373615671744,0.4534503664405761,0.07515242653743741,0.21243339397696487,0.05559460254824607,0.003288206246327757,0.026964504766710792,0.0023841138630532636,0.0002725423907074675,0.03351108423329629,0.0,0.004373825008570674,0.008720345213619637,0.0351357200428382
Fano Adriano,0.1532258064516129,0.0,0.0,0.0,0.0,0.8467741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fara Filiorum Petri,0.004400409976084729,0.0,0.0,0.01269559275708917,0.00012299282541851725,0.004933378886231636,0.0,0.8172736590365562,0.026539118551417835,0.06606081311923472,0.004687393235394602,0.0,0.05351554492654595,0.001325589340621797,0.0,0.00687393235394602,0.0,0.0015715749914588315,0.0,0.0
Fara in Sabina,0.00690047663086007,0.0,0.0,0.011400014227786867,0.0,0.01479689834246283,0.0,0.23434943444547202,0.035498328235043036,0.3047236252400939,0.14362950842996372,0.0,0.0035213772497687985,0.0,0.0026854947712883263,0.009123568328946433,0.0,0.03411111901543715,0.01262716084513054,0.18663299423774632
Farindola,0.10898965791567224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8910103420843277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferentillo,0.0,0.0,0.0,0.0,0.0,0.039460916442048515,0.0,0.5493261455525607,0.0,0.030727762803234502,0.021994609164420486,0.0,0.33940700808625335,0.0,0.0,0.0,0.0,0.0,0.0,0.01908355795148248
Fermignano,0.0003416422480059919,0.0,0.0,0.010866851503882896,0.0,0.0010906271763268202,0.0,0.8662339198191924,0.0008541056200149796,0.05775944005711558,0.04422515100149359,0.0,0.0,0.001541770144847553,0.00028470187333832657,0.0,0.0,0.0002102413833883027,0.005842958446666579,0.010748590725726976
Fermo,0.0008695770554180947,0.0,0.0,0.008261832884647456,0.001323935321164927,0.015443075886338961,0.12861402010067355,0.40563472318180116,0.013707325208204996,0.21631197225521662,0.028260403442912523,0.0009597680220270164,0.028803250958917163,0.013480996933507135,0.0008236307139380779,0.004713754292579496,0.0,0.045366056204287644,0.031604276072847076,0.055821401465518124
Fiastra,0.5850340136054422,0.0,0.0,0.0,0.0,0.0,0.0,0.3163265306122449,0.0,0.0,0.09863945578231292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ficulle,0.049194991055456175,0.0,0.0,0.16815742397137745,0.0,0.0742397137745975,0.0,0.0,0.0,0.0,0.7048300536672629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035778175313059034,0.0
Filetto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9959249329758714,0.0,0.0,0.0015549597855227882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025201072386058982,0.0
Filottrano,0.015974324563319913,0.0,0.0,0.0212436149516765,0.0,0.0009519053712430948,0.14627092371232692,0.5127544916409184,0.004301780011027537,0.22112293623794513,0.0641521800193502,0.0,0.0,0.0,0.0,0.00016125172955484119,0.0,0.0001352433860782539,0.0020650624720410307,0.01086628590451817
Fiuminata,0.00668197953643767,0.0,0.0,0.0,0.0,0.0,0.0,0.24953017331384422,0.0,0.6230945917728127,0.12069325537690541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Folignano,0.0,0.0,0.0,0.008470976286264024,0.0,0.0015242759689147655,0.003073540068467478,0.24141033009320573,0.0,0.038231839876058875,0.06896724056073365,0.0,0.3435867962717709,0.19635673055298733,0.0,0.0,0.0,0.07616382218446238,0.0014742997076388716,0.02074014842949599
Foligno,0.004013463160854893,0.0,0.0,0.013681981158605175,0.00014588020247469067,0.015175935039370078,0.00036206411698537684,0.4655107564679415,0.020814292744656918,0.2287217027559055,0.05255466113610799,8.43644544431946e-05,0.00938993953880765,0.13085542041619797,0.005823783745781777,0.017149711754780653,0.0,0.01685092097862767,0.010331130483689539,0.008533991844769403
Fontecchio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0
Forano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018183261870732093,0.04803874861044942,0.6504684770525647,0.1431634111481658,0.0,0.009210735270763855,0.0,0.0,0.009210735270763855,0.0,0.0126250595521677,0.0012704462442432905,0.10782912498014928
Force,0.0,0.0,0.0,0.0026159841973199508,0.0,0.0,0.009449575569910842,0.9829160215685228,0.0,0.0002669371629918317,0.004751481501254605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fossa,0.0,0.0,0.0,0.0,0.0,0.039853970185579554,0.0,0.34834195314876787,0.0,0.4587770003042288,0.11317310617584424,0.0,0.0,0.0,0.0,0.039853970185579554,0.0,0.0,0.0,0.0
Fossato di Vico,0.00028728858506688667,0.0,0.0,0.012279745418115388,0.0,0.001296481819789027,0.0,0.9485827096470033,0.0,0.011366315045082209,0.005480582238199069,0.0,0.019277800695385705,0.0003462195768754788,0.0,0.0008986976250810301,0.0,0.00018415934940185043,0.0,0.0
